Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Subscription__c,OrderApi__Activated_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignments_Allowed__c,OrderApi__Assignments_Available__c,OrderApi__Invoice_Line__c,OrderApi__Invoiced_Date__c,OrderApi__Is_Amendment__c,OrderApi__Is_Invoiced__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Subscription_Line__c,OrderApi__Subtotal__c,OrderApi__Total__c,OrderApi__Is_Required_Package_Item__c,OrderApi__Subscription__r.External_Id__c,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Price_Rule__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Subscription_Line__r.External_Id__c
a1Q4W000003BokMUAS,false,000000340,11,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu0UAA,2019-08-13,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpEQAQ,FON - National Membership,900,true,a1C4W000006w73dUAA,1,75,,,75,75,false,138,,119,146,569,,
a1Q4W000003BokNUAS,false,000000341,12,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003ditzUAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpGQAQ,State Chapter Membership,90,true,a1C4W000006w73GUAQ,1,18,,a1Q4W000003BokLUAS,18,18,true,137,,119,70,528,,10
a1Q4W000003BokOUAS,false,000000342,13,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003ditzUAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,Local Chapter Membership,60,true,a1C4W000006w73eUAA,1,12,,a1Q4W000003BokLUAS,12,12,true,137,,119,38,526,,10
a1Q4W000003BokPUAS,false,000000343,14,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu0UAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpGQAQ,State Chapter Membership,90,true,a1C4W000006w73GUAQ,1,18,,a1Q4W000003BokMUAS,18,18,true,138,,119,70,528,,11
a1Q4W000003BokQUAS,false,000000344,15,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu0UAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,Local Chapter Membership,60,true,a1C4W000006w73eUAA,1,12,,a1Q4W000003BokMUAS,12,12,true,138,,119,38,526,,11
a1Q4W000003BokRUAS,false,000000345,16,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu1UAA,2019-08-13,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpEQAQ,FON - National Membership,900,true,a1C4W000006w73dUAA,1,75,,,75,75,false,142,,119,146,569,,
a1Q4W000003BokSUAS,false,000000346,17,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu1UAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpGQAQ,State Chapter Membership,90,true,a1C4W000006w73GUAQ,1,18,,a1Q4W000003BokRUAS,18,18,true,142,,119,70,528,,16
a1Q4W000003BokTUAS,false,000000347,18,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu1UAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,Local Chapter Membership,60,true,a1C4W000006w73eUAA,1,12,,a1Q4W000003BokRUAS,12,12,true,142,,119,38,526,,16
a1Q4W000003BokUUAS,false,000000349,19,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diwIUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JtXUAV,,300,300,false,97,,119,546,493,1945,
a1Q4W000003BokVUAS,false,000000350,20,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diulUAA,,0,10,10,,,false,false,a134W000008hIDMQA2,a154W000008mjpAQAQ,Institutional Membership,2500,false,a1C4W000006w73EUAQ,1,2500,a1I4W00000H4JtrUAF,,2500,2500,false,125,,123,543,490,2033,
a1Q4W000003BoknUAC,false,000000368,21,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu7UAA,2018-10-25,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JuEUAV,,300,300,false,139,,119,546,493,669,
a1Q4W000003BokWUAS,false,000000351,22,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu2UAA,2019-11-05,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,,,300,300,false,128,,119,546,493,,
a1Q4W000003BokXUAS,false,000000352,23,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu3UAA,2019-07-01,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JtsUAF,,300,300,false,129,,119,546,493,2034,
a1Q4W000003BokYUAS,false,000000353,24,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diutUAA,2018-07-01,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JttUAF,,300,300,false,130,,119,546,493,570,
a1Q4W000003BokoUAC,false,000000369,25,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu7UAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JuFUAV,,300,300,false,139,,119,546,493,670,
a1Q4W000003BokZUAS,false,000000354,26,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuuUAA,2018-07-01,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JtuUAF,,300,300,false,131,,119,546,493,571,
a1Q4W000003BokaUAC,false,000000355,27,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuuUAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JtvUAF,,300,300,false,131,,119,546,493,572,
a1Q4W000003BokbUAC,false,000000356,28,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuuUAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpGQAQ,State Chapter Membership,90,false,a1C4W000006w73fUAA,1,40,a1I4W00000H4JtwUAF,a1Q4W000003BokaUAC,40,40,false,131,,119,70,65,573,27
a1Q4W000003BokcUAC,false,000000357,29,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu4UAA,2019-11-11,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JtyUAF,,300,300,false,132,,119,546,493,575,
a1Q4W000003BokdUAC,false,000000358,30,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diwIUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JtzUAF,,300,300,false,97,,119,546,493,576,
a1Q4W000003BokpUAC,false,000000370,31,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu8UAA,2019-11-15,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JuKUAV,,300,300,false,140,,119,546,493,742,
a1Q4W000003BokeUAC,false,000000359,32,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuuUAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4Ju0UAF,,300,300,false,131,,119,546,493,577,
a1Q4W000003BokfUAC,false,000000360,33,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuuUAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpGQAQ,State Chapter Membership,90,false,a1C4W000006w73fUAA,1,40,a1I4W00000H4Ju1UAF,a1Q4W000003BokeUAC,40,40,false,131,,119,70,65,578,32
a1Q4W000003BokgUAC,false,000000361,34,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuuUAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JtyUAF,,300,300,false,131,,119,546,493,575,
a1Q4W000003BokhUAC,false,000000362,35,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diwIUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4Ju2UAF,,300,300,false,97,,119,546,493,579,
a1Q4W000003BokiUAC,false,000000363,36,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diwIUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpGQAQ,State Chapter Membership,90,false,a1C4W000006w73fUAA,1,40,a1I4W00000H4Ju3UAF,a1Q4W000003BokhUAC,40,40,false,97,,119,70,65,580,35
a1Q4W000003BokjUAC,false,000000364,37,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu5UAA,2019-11-15,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4Ju6UAF,,300,300,false,133,,119,546,493,661,
a1Q4W000003BokkUAC,false,000000365,38,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu6UAA,2019-11-15,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JuBUAV,,300,300,false,134,,119,546,493,666,
a1Q4W000003BoklUAC,false,000000366,39,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuvUAA,2018-09-15,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JuCUAV,,300,300,false,135,,119,546,493,667,
a1Q4W000003BokmUAC,false,000000367,40,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuvUAA,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JuDUAV,,300,300,false,135,,119,546,493,668,
a1Q4W000003BokrUAC,false,000000372,41,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diu9UAA,2019-11-22,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JuQUAV,,300,300,false,144,,119,546,493,748,
a1Q4W000003BoksUAC,false,000000373,42,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuBUAQ,2019-11-27,2,,,,,false,false,a134W000008hIDMQA2,a154W000008mjpVQAQ,FON-Mid size Company Membership,3500,false,a1C4W000006w73KUAQ,1,3500,a1I4W00000H4JuRUAV,,3500,3500,false,145,,123,76,535,749,
a1Q4W000003BoktUAC,false,000000375,43,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuCUAQ,2020-02-06,0,10,10,,,false,false,a134W000008hIDMQA2,a154W000008mjpAQAQ,Institutional Membership,2500,true,a1C4W000006w73EUAQ,1,2291.67,a1I4W00000H4JuvUAF,,2291.67,2291.67,false,146,,123,543,490,1079,
a1Q4W000003BokuUAC,false,000000376,44,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuDUAQ,2020-02-10,1,10,9,,,false,false,a134W000008hIDMQA2,a154W000008mjpAQAQ,Institutional Membership,2500,true,a1C4W000006w73EUAQ,1,2291.67,a1I4W00000H4JuwUAF,,2291.67,2291.67,false,147,,123,543,490,1080,
a1Q4W000003BokvUAC,false,000000377,45,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuEUAQ,2020-02-21,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpSQAQ,Student Membership,45,false,a1C4W000006w73hUAA,1,45,a1I4W00000H4Jv5UAF,,45,45,false,148,,119,514,487,1089,
a1Q4W000003BokwUAC,false,000000379,46,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuFUAQ,2020-03-06,2,10,8,,,false,false,a134W000008hIDMQA2,a154W000008mjpAQAQ,Institutional Membership,2500,true,a1C4W000006w73EUAQ,1,2083.33,a1I4W00000H4JvBUAV,,2083.33,2083.33,false,149,,123,543,490,1169,
a1Q4W000003BokxUAC,false,000000380,47,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuHUAQ,2020-03-30,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpEQAQ,FON - National Membership,900,false,a1C4W000006w73dUAA,1,900,a1I4W00000H4JvbUAF,,900,900,false,150,,119,146,569,1350,
a1Q4W000003BokyUAC,false,000000381,48,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuHUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,Local Chapter Membership,60,true,a1C4W000006w73eUAA,1,50,a1I4W00000H4JvcUAF,a1Q4W000003BokxUAC,50,50,true,150,,119,38,526,1351,47
a1Q4W000003BokzUAC,false,000000382,49,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuGUAQ,2020-03-30,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpEQAQ,FON - National Membership,900,false,a1C4W000006w73dUAA,1,900,a1I4W00000H4JvdUAF,,900,900,false,151,,119,146,569,1352,
a1Q4W000003Bol0UAC,false,000000383,50,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuGUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,Local Chapter Membership,60,false,a1C4W000006w73eUAA,1,60,a1I4W00000H4JveUAF,a1Q4W000003BokzUAC,60,60,true,151,,119,38,526,1353,49
a1Q4W000003Bol1UAC,false,000000384,51,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuJUAQ,2020-03-30,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpEQAQ,FON - National Membership,900,false,a1C4W000006w73dUAA,1,900,a1I4W00000H4JvfUAF,,900,900,false,152,,119,146,569,1354,
a1Q4W000003Bol2UAC,false,000000385,52,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuJUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,Local Chapter Membership,60,false,a1C4W000006w73eUAA,1,60,a1I4W00000H4JvgUAF,a1Q4W000003Bol1UAC,60,60,true,152,,119,38,526,1355,51
a1Q4W000003Bol3UAC,false,000000386,53,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuJUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpGQAQ,State Chapter Membership,90,false,a1C4W000006w73fUAA,1,40,a1I4W00000H4JvhUAF,a1Q4W000003Bol1UAC,40,40,false,152,,119,70,65,1356,51
a1Q4W000003Bol4UAC,false,000000387,54,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuKUAQ,2020-03-30,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpEQAQ,FON - National Membership,900,false,a1C4W000006w73dUAA,1,900,a1I4W00000H4JviUAF,,900,900,false,153,,119,146,569,1357,
a1Q4W000003Bol5UAC,false,000000388,55,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuKUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,Local Chapter Membership,60,false,a1C4W000006w73eUAA,1,60,a1I4W00000H4JvjUAF,a1Q4W000003Bol4UAC,60,60,true,153,,119,38,526,1358,54
a1Q4W000003Bol6UAC,false,000000389,56,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuKUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpGQAQ,State Chapter Membership,90,false,a1C4W000006w73fUAA,1,40,a1I4W00000H4JvkUAF,a1Q4W000003Bol4UAC,40,40,false,153,,119,70,65,1432,54
a1Q4W000003Bol7UAC,false,000000390,57,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuKUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjp9QAA,Associate Membership,150,false,a1C4W000006w73gUAA,1,150,a1I4W00000H4JvlUAF,a1Q4W000003Bol4UAC,150,150,false,153,,119,545,492,1433,54
a1Q4W000003Bol8UAC,false,000000391,58,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuKUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JvnUAF,a1Q4W000003Bol4UAC,300,300,false,153,,119,546,493,1435,54
a1Q4W000003Bol9UAC,false,000000392,59,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuKUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpSQAQ,Student Membership,45,false,a1C4W000006w73hUAA,1,45,a1I4W00000H4JvqUAF,a1Q4W000003Bol4UAC,45,45,false,153,,119,514,487,1438,54
a1Q4W000003BolAUAS,false,000000393,60,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuIUAQ,2020-03-30,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpEQAQ,FON - National Membership,900,false,a1C4W000006w73dUAA,1,900,a1I4W00000H4JvrUAF,,900,900,false,154,,119,146,569,1439,
a1Q4W000003BolBUAS,false,000000394,61,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuIUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpFQAQ,Local Chapter Membership,60,false,a1C4W000006w73eUAA,1,60,a1I4W00000H4JvsUAF,a1Q4W000003BolAUAS,60,60,true,154,,119,38,526,1440,60
a1Q4W000003BolCUAS,false,000000395,62,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuIUAQ,,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpEQAQ,FON - National Membership,900,false,a1C4W000006w73dUAA,1,900,a1I4W00000H4JvoUAF,a1Q4W000003BolAUAS,900,900,false,154,,119,146,569,1436,60
a1Q4W000003BokqUAC,false,000000371,63,2020-08-28T02:16:22.000+0000,2020-09-28T07:10:21.000+0000,2020-09-28T07:10:22.000+0000,a1S4W000003diuAUAQ,2019-11-22,0,,,,,false,false,a134W000008hIDHQA2,a154W000008mjpLQAQ,Professional Membership,300,false,a1C4W000006w73FUAQ,1,300,a1I4W00000H4JuPUAV,,300,300,false,143,,119,546,493,747,
