Id,EventApi__Event__c,Name,OrderApi__Active_Assignments__c,OrderApi__Assignment_Inventory__c,OrderApi__Assignment_SObject__c,OrderApi__Assignments_Display_Label__c,OrderApi__Available_Inventory__c,OrderApi__Business_Group__c,OrderApi__Defer_Revenue__c,OrderApi__Deferred_Revenue_Account__c,OrderApi__Deferred_Revenue_Term__c,OrderApi__Description__c,OrderApi__Disable_Scheduling__c,OrderApi__Enable_Assignment_Inventory__c,OrderApi__Enable_Assignments__c,OrderApi__Enable_Item_Class_Inventory__c,OrderApi__Flex_Day_of_the_Month__c,OrderApi__Interview_Form_Display_Label__c,OrderApi__Is_Active__c,OrderApi__Is_Contribution__c,OrderApi__Is_Downloadable__c,OrderApi__Is_Event__c,OrderApi__Is_Inventoried__c,OrderApi__Is_Publication__c,OrderApi__Is_Service__c,OrderApi__Is_Shipping_Carrier__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax_Deductible__c,OrderApi__Is_Tax__c,OrderApi__Is_Taxable__c,OrderApi__Refresh__c,OrderApi__Require_Assignments__c,OrderApi__Require_Shipping__c,OrderApi__Revenue_Recognition_Date__c,OrderApi__Revenue_Recognition_Rule__c,OrderApi__Revenue_Recognition_Term_Rule__c,OrderApi__Shipping_GL_Account__c,OrderApi__Sold_Inventory__c,OrderApi__Subscription_Plan_Display_Label__c,OrderApi__Tax_Class__c,OrderApi__Use_Default_Tax_Rate__c,EventApi__Is_Event_Session__c,EventApi__Is_Schedule_Item_Class__c,EventApi__Is_Sponsor_Class__c,EventApi__Is_Ticket_Type_Class__c,EventApi__Event__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Deferred_Revenue_Account__r.Id,OrderApi__Shipping_GL_Account__r.Id,OrderApi__Tax_Class__r.Id
a134W000009DZI0QAO,a1Y4W000002r0bwUAA,41f816d0-e0cd-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,a1Y4W000002r0bwUAA,FON-International Association,,,
a134W000009DZHZQA4,,6dfc63a1-f38e-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZHaQAO,,d27b72fe-7b7c-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZGsQAO,,ef7830af-ac33-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZHDQA4,,bf49a80e-b3e0-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZI1QAO,,bf49a80e-b3e0-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZI2QAO,,bf49a80e-b3e0-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHEQA4,,d6615f2b-ad96-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZGXQA4,,cf7bbc41-ae72-4-Ticket Class,1,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,1,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZGYQA4,,cf7bbc41-ae72-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,2,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZI3QAO,,cf7bbc41-ae72-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHFQA4,,c7a927dd-4d1f-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZI4QAO,,c7a927dd-4d1f-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZI5QAO,,c7a927dd-4d1f-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHGQA4,,27d2234c-d627-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZI6QAO,,27d2234c-d627-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZI7QAO,,27d2234c-d627-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHHQA4,,f5d3b9f0-c769-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZI8QAO,,f5d3b9f0-c769-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZI9QAO,,f5d3b9f0-c769-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHIQA4,,95c01696-06bb-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIAQA4,,95c01696-06bb-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIBQA4,,95c01696-06bb-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHJQA4,,22aeeb26-d90c-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZICQA4,,22aeeb26-d90c-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIDQA4,,22aeeb26-d90c-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHKQA4,,17427ab1-098d-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIEQA4,,17427ab1-098d-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIFQA4,,17427ab1-098d-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHLQA4,,9f19073b-01e3-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIGQA4,,9f19073b-01e3-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIHQA4,,9f19073b-01e3-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHMQA4,,24512543-e33d-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIIQA4,,24512543-e33d-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIJQA4,,24512543-e33d-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHNQA4,,1c2636d9-9e0d-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIKQA4,,1c2636d9-9e0d-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZILQA4,,1c2636d9-9e0d-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHOQA4,,6ca4e34a-f522-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIMQA4,,6ca4e34a-f522-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZINQA4,,6ca4e34a-f522-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHPQA4,,d016497a-063a-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIOQA4,,d016497a-063a-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIPQA4,,d016497a-063a-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHQQA4,,3b955624-30df-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIQQA4,,3b955624-30df-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZHRQA4,,d3b5cb12-a9f1-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIRQA4,,d3b5cb12-a9f1-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZISQA4,,d3b5cb12-a9f1-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHSQA4,,09598da1-59f1-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZITQA4,,09598da1-59f1-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIUQA4,,09598da1-59f1-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHTQA4,,e2c2fc96-a5a4-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIVQA4,,e2c2fc96-a5a4-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIWQA4,,e2c2fc96-a5a4-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHUQA4,,1bed559f-0324-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIXQA4,,1bed559f-0324-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIYQA4,,1bed559f-0324-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHVQA4,,adc8a422-bab4-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZHWQA4,,ac244fb4-eecf-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIZQA4,,ac244fb4-eecf-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZIaQAO,,adc8a422-bab4-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZHXQA4,,33f6303e-2689-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIbQAO,,33f6303e-2689-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIcQAO,,33f6303e-2689-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZHYQA4,,39c57452-3994-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIdQAO,,39c57452-3994-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIeQAO,,39c57452-3994-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZGtQAO,,8a0190a8-a404-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIfQAO,,8a0190a8-a404-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIgQAO,,8a0190a8-a404-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZGuQAO,,f321d0b2-c289-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIhQAO,,f321d0b2-c289-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIiQAO,,f321d0b2-c289-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZGvQAO,,f858978a-7e4b-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZGwQAO,,19f9190b-fa6c-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
a134W000009DZIjQAO,,19f9190b-fa6c-4-Schedule Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,true,false,false,,FON-International Association,,,
a134W000009DZIkQAO,,19f9190b-fa6c-4-Sponsor Class,,,,,,a0o4W00000M5SknQAF,false,,,,false,false,false,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,true,false,,FON-International Association,,,
a134W000009DZGxQAO,,eed352a4-c3cd-4-Ticket Class,,,EventApi__Attendee__c,,,a0o4W00000M5SknQAF,false,,,,false,false,true,false,,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,false,false,false,false,true,,FON-International Association,,,
