Id,EventApi__Event__c,Name,OrderApi__Adjustment_Account__c,OrderApi__Assign_to_Item__c,OrderApi__Assignment_Badge_Types_CSV__c,OrderApi__Assignment_SObject__c,OrderApi__Assignments_Display_Label__c,OrderApi__Business_Group__c,OrderApi__Cost__c,OrderApi__Defer_Revenue__c,OrderApi__Deferred_Revenue_Account__c,OrderApi__Deferred_Revenue_Term__c,OrderApi__Description__c,OrderApi__Disable_Price_Rules__c,OrderApi__Disable_Scheduling__c,OrderApi__Discount_Account__c,OrderApi__Display_Name__c,OrderApi__Download_File_Location__c,OrderApi__Download_File_Name__c,OrderApi__Download_File_Type__c,OrderApi__EAN__c,OrderApi__Enable_Access_Permissions__c,OrderApi__Enable_Assignments__c,OrderApi__Enable_Shipping__c,OrderApi__Features_List__c,OrderApi__Flex_Day_of_the_Month__c,OrderApi__Form__c,OrderApi__ISBN__c,OrderApi__Image_Path__c,OrderApi__Income_Account__c,OrderApi__Interview_Form_Display_Label__c,OrderApi__Is_Active__c,OrderApi__Is_Contribution__c,OrderApi__Is_Default_Shipping_Rate__c,OrderApi__Is_Default_Tax_Rate__c,OrderApi__Is_Downloadable__c,OrderApi__Is_Event__c,OrderApi__Is_Inventoried__c,OrderApi__Is_Publication__c,OrderApi__Is_Service__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax_Deductible__c,OrderApi__Is_Tax__c,OrderApi__Is_Taxable__c,OrderApi__Item_Class__c,OrderApi__Item_Weight_UOM__c,OrderApi__Item_Weight__c,OrderApi__Line_Description__c,OrderApi__Maximum_Number_of_Assignments__c,OrderApi__Maximum_Number_of_Downloads__c,OrderApi__Maximum_Value__c,OrderApi__Maximum_Weight__c,OrderApi__Minimum_Value__c,OrderApi__Minimum_Weight__c,OrderApi__Not_For_Individual_Sale__c,OrderApi__Price__c,OrderApi__Refund_Account__c,OrderApi__Require_Assignments__c,OrderApi__Require_Shipping__c,OrderApi__Restrict_Number_of_Assignments__c,OrderApi__Restrict_Number_of_Downloads__c,OrderApi__Revenue_Recognition_Date__c,OrderApi__Revenue_Recognition_Rule__c,OrderApi__Revenue_Recognition_Term_Rule__c,OrderApi__SKU__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Region__c,OrderApi__Subscription_Plan_Display_Label__c,OrderApi__Tax_Class__c,OrderApi__Tax_Locale__c,OrderApi__Tax_Percent__c,OrderApi__UPC__c,OrderApi__Package_Items__c,OrderApi__Required_Package_Items__c,EventApi__Schedule_Item__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ROEApi__Item_Class_Name__c,ProgramApi__Is_Program_Fee__c,ProgramApi__Is_Program_Maintenance_Fee__c,ProgramApi__Program__c,OrderApi__Require_PreAuthorized_Payment__c,OrderApi__AR_Account__c,OrderApi__Invoice_Payment_Priority__c,OrderApi__Add_to_Cart_Button_Label_Override__c,OrderApi__Add_to_Cart_Button_Override__c,OrderApi__Assignment_Instructions__c,OrderApi__Enable_Cancellation_Request__c,OrderApi__Enable_MidTerm_Changes__c,OrderApi__Inventory_Message__c,OrderApi__Inventory__c,OrderApi__Parent_Item__c,OrderApi__Renewal_Form__c,OrderApi__eStore_Description__c,OrderApi__eStore_Short_Description__c,OrderApi__Item__c,EventApi__Event__r.Id,OrderApi__Adjustment_Account__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Deferred_Revenue_Account__r.Id,OrderApi__Discount_Account__r.Id,OrderApi__Form__r.Id,OrderApi__Income_Account__r.Id,OrderApi__Item_Class__r.Id,OrderApi__Refund_Account__r.Id,OrderApi__Shipping_Method__r.Id,OrderApi__Shipping_Region__r.Id,OrderApi__Tax_Class__r.Id,OrderApi__Tax_Locale__r.Id,EventApi__Schedule_Item__r.Id,EventApi__Sponsor_Package__r.Id,EventApi__Ticket_Type__r.Id,ProgramApi__Program__r.Id,OrderApi__AR_Account__r.Id,OrderApi__Renewal_Form__r.Id,OrderApi__Item__r.Id
a154W00000926UWQAY,,FON-Accreditation Maintenance Exam Fee,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,80,false,,,FON-Accreditation Maintenance Exam Fee,false,false,a104W00000G3d1cQAB,FON-Accreditation Maintenance Exam Fee,,,,,false,false,false,,,a0S4W00000WEbeUUAT,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/gYNHQhPL_accreditation_jpg&bucket=fonteva-customer-media-secure,a104W00000G3d1HQAR,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,a134W000009DZGQQA4,,,FON-Accreditation Maintenance Exam Fee,,,,,,,false,80,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Credentials,false,true,a1w4W000008Gr1oQAC,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,FON-Accreditation Maintenance Exam Fee,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,a0S4W00000WEbeUUAT,a104W00000G3d1HQAR,a134W000009DZGQQA4,a104W00000G3d1HQAR,,,,,,,,a1w4W000008Gr1oQAC,a104W00000G3d1FQAR,,
a154W00000926UVQAY,,FON-Certification Maintenance Exam Fee,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,60,false,,,FON-Certification Maintenance Fee,false,false,a104W00000G3d1cQAB,FON-Certification Maintenance Fee,,,,,false,false,false,,,a0S4W00000WEbeUUAT,,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/ejVYXWfH_certification_application_fee_png&bucket=fonteva-customer-media-secure,a104W00000G3d1HQAR,,true,false,false,false,false,false,false,false,false,false,false,false,false,false,a134W000009DZGQQA4,,,FON-Certification Maintenance Fee,,,,,,,false,60,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Credentials,false,true,a1w4W000008Gr1pQAC,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,FON-Certification Maintenance Fee,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,a0S4W00000WEbeUUAT,a104W00000G3d1HQAR,a134W000009DZGQQA4,a104W00000G3d1HQAR,,,,,,,,a1w4W000008Gr1pQAC,a104W00000G3d1FQAR,,
a154W00000926QnQAI,,Fon - Fedex Regular(0-25 pounds),a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,5,false,,,Fon - Fedex Regular,false,false,a104W00000G3d1cQAB,Fedex Regular,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1jQAB,,true,false,false,false,false,false,false,false,false,true,false,false,false,false,a134W000009DZGFQA4,Pound,,Fedex Regular - US,,,,25,,0,true,5,a104W00000G3d1jQAB,false,false,false,false,,,,,a1L4W00000DM1c9UAD,a1M4W00000EvMLqUAN,,,,,,0,0,,,,FON-Fedex Shipping Carrier,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Fon - Fedex Regular,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1jQAB,a134W000009DZGFQA4,a104W00000G3d1jQAB,a1L4W00000DM1c9UAD,a1M4W00000EvMLqUAN,,,,,,,a104W00000G3d1FQAR,,
a154W00000926cBQAQ,,Fon - Fedex Regular(25-100 pounds) - International Shipping,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,5,false,,,Fon - Fedex Regular,false,false,a104W00000G3d1cQAB,Fon - Fedex Regular,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,false,false,false,false,false,false,false,false,true,false,false,false,false,a134W000009DZGFQA4,Pound,,Fon - Fedex Regular,,,,100,,25,true,5,a104W00000G3d1HQAR,false,false,false,false,,,,,a1L4W00000DM1c9UAD,a1M4W00000EvMLrUAN,,,,,,0,0,,,,FON-Fedex Shipping Carrier,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Fon - Fedex Regular,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,a134W000009DZGFQA4,a104W00000G3d1HQAR,a1L4W00000DM1c9UAD,a1M4W00000EvMLrUAN,,,,,,,a104W00000G3d1FQAR,,
a154W00000926SjQAI,,FON - Fedex Regular(0-25 pounds) - International Shipping,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,5,false,,,Fon - Fedex Regular,false,false,a104W00000G3d1cQAB,Fedex Regular - International Shipping,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1jQAB,,true,false,false,false,false,false,false,false,false,true,false,false,false,false,a134W000009DZGFQA4,Pound,,Fedex Regular(0-25 pounds) - International Shipping,,,,25,,0,true,5,a104W00000G3d1jQAB,false,false,false,false,,,,,a1L4W00000DM1c9UAD,a1M4W00000EvMLrUAN,,,,,,0,0,,,,FON-Fedex Shipping Carrier,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Fon - Fedex Regular,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1jQAB,a134W000009DZGFQA4,a104W00000G3d1jQAB,a1L4W00000DM1c9UAD,a1M4W00000EvMLrUAN,,,,,,,a104W00000G3d1FQAR,,
a154W00000926cCQAQ,,Fon - Fedex Regular(25-100 pounds),a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,5,false,,,Fon - Fedex Regular,false,false,a104W00000G3d1cQAB,Fon - Fedex Regular,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,false,false,false,false,false,false,false,false,true,false,false,false,false,a134W000009DZGFQA4,Pound,,Fon - Fedex Regular,,,,100,,25,true,5,a104W00000G3d1HQAR,false,false,false,false,,,,,a1L4W00000DM1c9UAD,a1M4W00000EvMLqUAN,,,,,,0,0,,,,FON-Fedex Shipping Carrier,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Fon - Fedex Regular,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,a134W000009DZGFQA4,a104W00000G3d1HQAR,a1L4W00000DM1c9UAD,a1M4W00000EvMLqUAN,,,,,,,a104W00000G3d1FQAR,,
a154W00000926cDQAQ,,Default Shipping Rate,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,Default Shipping Rate,false,false,a104W00000G3d1cQAB,Shipping,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,true,false,false,false,false,false,false,true,false,false,false,false,a134W000009DZHwQAO,,,Default Shipping Rate,,,,,,,true,0,a104W00000G3d1HQAR,false,false,false,false,,,,,a1L4W00000DM1cAUAT,,,,,0,,0,0,,,,FON- UPS Shipping Carrier,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Default Shipping Rate,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,a134W000009DZHwQAO,a104W00000G3d1HQAR,a1L4W00000DM1cAUAT,,,,,,,,a104W00000G3d1FQAR,,
a154W00000926UXQAY,,Fon - UPS Regular,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,6,false,,,Fon - UPS Regular,false,false,a104W00000G3d1cQAB,UPS Regular,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,false,false,false,false,false,false,false,false,true,false,false,false,false,a134W000009DZHwQAO,Pound,,UPS Regular,,,,100,,0,true,6,a104W00000G3d1HQAR,false,false,false,false,,,,,a1L4W00000DM1cBUAT,a1M4W00000EvMLqUAN,,,,,,0,0,,,,FON- UPS Shipping Carrier,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Fon - UPS Regular,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,a134W000009DZHwQAO,a104W00000G3d1HQAR,a1L4W00000DM1cBUAT,a1M4W00000EvMLqUAN,,,,,,,a104W00000G3d1FQAR,,
a154W00000926cEQAQ,,Fon - UPS Overnight,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,9,false,,,UPS Overnight,false,false,a104W00000G3d1cQAB,UPS Overnight,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,false,false,false,false,false,false,false,false,true,false,false,false,false,a134W000009DZHwQAO,Pound,,UPS Overnight,,,,100,,0,true,9,a104W00000G3d1HQAR,false,false,false,false,,,,,a1L4W00000DM1cCUAT,a1M4W00000EvMLqUAN,,,,,,0,0,,,,FON- UPS Shipping Carrier,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,UPS Overnight,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,a134W000009DZHwQAO,a104W00000G3d1HQAR,a1L4W00000DM1cCUAT,a1M4W00000EvMLqUAN,,,,,,,a104W00000G3d1FQAR,,
a154W00000926QzQAI,,FON - National Membership,a104W00000G3d2HQAR,false,,OrderApi__Subscription__c,,a0o4W00000M5SknQAF,900,true,a104W00000G3d1aQAB,12,FON - National Membership,false,false,a104W00000G3d1cQAB,FON - National Membership,,,,,false,false,false,,,,,https://fonteva-customer-media.s3.amazonaws.com/00D30000000ndogEAA/JVyxEWZP_ItemMembership.jpg,a104W00000G3d1fQAB,,true,false,false,false,false,false,false,false,false,false,true,false,false,true,a134W000009DZGIQA4,,,FON - National Membership,20,,,,,,false,900,a104W00000G3d1fQAB,false,false,false,false,,Over Time,No Partial Credit,,,,,a134W000009DZGZQA4,,,,1,1,,,,FON-Individual Memberships,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,FON - National Membership,,,,a104W00000G3d2HQAR,FON-International Association,a104W00000G3d1aQAB,a104W00000G3d1cQAB,,a104W00000G3d1fQAB,a134W000009DZGIQA4,a104W00000G3d1fQAB,,,a134W000009DZGZQA4,,,,,,a104W00000G3d1FQAR,,
a154W00000926VsQAI,a1Y4W000002r0bzUAA,Keynote Speech,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,false,a104W00000G3d1EQAR,Keynote Speech,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIpQAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2RQAW,,,3852a5de-4cdf-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",,,a1Y4W000002r0bzUAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,,,a1d4W00000jHX2RQAW,,,,a104W00000G3d1FQAR,,
a154W00000926VtQAI,a1Y4W000002r0bzUAA,Leadership Workshop,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,false,a104W00000G3d1EQAR,Leadership Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIpQAO,,,,,,,,,,false,25,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2SQAW,,,3852a5de-4cdf-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Attend this session to sharpen your leadership skills.</p>,,,a1Y4W000002r0bzUAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,,,a1d4W00000jHX2SQAW,,,,a104W00000G3d1FQAR,,
a154W00000926VuQAI,a1Y4W000002r0bzUAA,Luncheon,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,false,a104W00000G3d1EQAR,Luncheon,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIpQAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2TQAW,,,3852a5de-4cdf-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,,,a1Y4W000002r0bzUAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,,,a1d4W00000jHX2TQAW,,,,a104W00000G3d1FQAR,,
a154W00000926VvQAI,a1Y4W000002r0bzUAA,Round Table Discussion I,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,false,a104W00000G3d1EQAR,Round Table Discussion I,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIpQAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2UQAW,,,3852a5de-4cdf-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,,,a1Y4W000002r0bzUAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,,,a1d4W00000jHX2UQAW,,,,a104W00000G3d1FQAR,,
a154W00000926VwQAI,a1Y4W000002r0bzUAA,Round Table Discussion II,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,false,a104W00000G3d1EQAR,Round Table Discussion II,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIpQAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2VQAW,,,3852a5de-4cdf-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,,,a1Y4W000002r0bzUAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,,,a1d4W00000jHX2VQAW,,,,a104W00000G3d1FQAR,,
a154W00000926VxQAI,a1Y4W000002r0bzUAA,Welcome Breakfast,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,false,false,a104W00000G3d1EQAR,Welcome Breakfast,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIpQAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2WQAW,,,3852a5de-4cdf-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,,,a1Y4W000002r0bzUAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZIpQAO,a104W00000G3d1HQAR,,,,,a1d4W00000jHX2WQAW,,,,a104W00000G3d1FQAR,,
a154W00000926VyQAI,a1Y4W000002r0bzUAA,Bronze Annual Symposium Sponsor Package,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,,false,false,a104W00000G3d1cQAB,Bronze Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a104W00000G3d1HQAR,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIqQAO,,,Show off your association pride by sponsoring our annual symposium at the bronze level.,,,,,,,false,4000,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,a1h4W00000jlZJxQAM,,3852a5de-4cdf-4-Sponsor Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,,,,a1Y4W000002r0bzUAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,a134W000009DZIqQAO,a104W00000G3d1HQAR,,,,,,a1h4W00000jlZJxQAM,,,a104W00000G3d1FQAR,,
a154W00000926VzQAI,a1Y4W000002r0bzUAA,Gold Annual Symposium Sponsor Package,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,,false,false,a104W00000G3d1cQAB,Gold Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a104W00000G3d1HQAR,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIqQAO,,,Show off your association pride by sponsoring our annual symposium at the gold level.,,,,,,,false,10000,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,a1h4W00000jlZJyQAM,,3852a5de-4cdf-4-Sponsor Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,,,,a1Y4W000002r0bzUAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,a134W000009DZIqQAO,a104W00000G3d1HQAR,,,,,,a1h4W00000jlZJyQAM,,,a104W00000G3d1FQAR,,
a154W00000926W0QAI,a1Y4W000002r0bzUAA,Silver Annual Symposium Sponsor Package,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,,false,false,a104W00000G3d1cQAB,Silver Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a104W00000G3d1HQAR,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIqQAO,,,Show off your association pride by sponsoring our annual symposium at the silver level.,,,,,,,false,6000,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,a1h4W00000jlZJzQAM,,3852a5de-4cdf-4-Sponsor Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,,,,a1Y4W000002r0bzUAA,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,a134W000009DZIqQAO,a104W00000G3d1HQAR,,,,,,a1h4W00000jlZJzQAM,,,a104W00000G3d1FQAR,,
a154W00000926Y4QAI,,Keynote Speech,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,false,a104W00000G3d1EQAR,Keynote Speech,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZI4QAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX3lQAG,,,c7a927dd-4d1f-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZI4QAO,a104W00000G3d1HQAR,,,,,a1d4W00000jHX3lQAG,,,,a104W00000G3d1FQAR,,
a154W00000926Y5QAI,,Leadership Workshop,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,false,a104W00000G3d1EQAR,Leadership Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZI4QAO,,,,,,,,,,false,25,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX3mQAG,,,c7a927dd-4d1f-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Attend this session to sharpen your leadership skills.</p>,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,a134W000009DZI4QAO,a104W00000G3d1HQAR,,,,,a1d4W00000jHX3mQAG,,,,a104W00000G3d1FQAR,,
