Id,OrderApi__Receipt_Line__c,OrderApi__Term__c,Name,OrderApi__Subscription__c,OrderApi__Activated_Date__c,OrderApi__Active_Assignments__c,OrderApi__Assignments_Allowed__c,OrderApi__Assignments_Available__c,OrderApi__Invoice_Line__c,OrderApi__Invoiced_Date__c,OrderApi__Is_Amendment__c,OrderApi__Is_Invoiced__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Line_Description__c,OrderApi__List_Price__c,OrderApi__Price_Override__c,OrderApi__Price_Rule__c,OrderApi__Quantity__c,OrderApi__Sale_Price__c,OrderApi__Sales_Order_Line__c,OrderApi__Subscription_Line__c,OrderApi__Subtotal__c,OrderApi__Total__c,OrderApi__Is_Required_Package_Item__c,OrderApi__Receipt_Line__r.Id,OrderApi__Term__r.Id,OrderApi__Subscription__r.Id,OrderApi__Invoice_Line__r.Id,OrderApi__Item_Class__r.Id,OrderApi__Item__r.Id,OrderApi__Price_Rule__r.Id,OrderApi__Sales_Order_Line__r.Id,OrderApi__Subscription_Line__r.Id
a1Q4W000003fqWIUAY,,a1H4W00000BB53QUAT,000000409,a1S4W000004D1RhUAK,2020-03-31,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZmuUAH,,416.67,416.67,false,,a1H4W00000BB53QUAT,a1S4W000004D1RhUAK,,a134W000009DZGNQA4,a154W00000926RWQAY,a1C4W00000845KxUAI,a1I4W00000HFZmuUAH,
a1Q4W000003fqWJUAY,,a1H4W00000BB53RUAT,000000410,a1S4W000004D1RiUAK,2020-03-31,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZmvUAH,,416.67,416.67,false,,a1H4W00000BB53RUAT,a1S4W000004D1RiUAK,,a134W000009DZGNQA4,a154W00000926RWQAY,a1C4W00000845KxUAI,a1I4W00000HFZmvUAH,
a1Q4W000003fqWKUAY,,a1H4W00000BB53SUAT,000000411,a1S4W000004D1RjUAK,2020-03-31,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZmyUAH,,416.67,416.67,false,,a1H4W00000BB53SUAT,a1S4W000004D1RjUAK,,a134W000009DZGNQA4,a154W00000926RWQAY,a1C4W00000845KxUAI,a1I4W00000HFZmyUAH,
a1Q4W000003fqWLUAY,,a1H4W00000BB53TUAT,000000412,a1S4W000004D1RkUAK,2020-03-31,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZn1UAH,,416.67,416.67,false,,a1H4W00000BB53TUAT,a1S4W000004D1RkUAK,,a134W000009DZGNQA4,a154W00000926RWQAY,a1C4W00000845KxUAI,a1I4W00000HFZn1UAH,
a1Q4W000003fqWMUAY,,a1H4W00000BB53UUAT,000000413,a1S4W000004D1RlUAK,2020-03-31,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZn4UAH,,416.67,416.67,false,,a1H4W00000BB53UUAT,a1S4W000004D1RlUAK,,a134W000009DZGNQA4,a154W00000926RWQAY,a1C4W00000845KxUAI,a1I4W00000HFZn4UAH,
a1Q4W000003fqWNUAY,,a1H4W00000BB53VUAT,000000414,a1S4W000004D1RmUAK,2020-04-08,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZnGUAX,,416.67,416.67,false,,a1H4W00000BB53VUAT,a1S4W000004D1RmUAK,,a134W000009DZGNQA4,a154W00000926RWQAY,a1C4W00000845KxUAI,a1I4W00000HFZnGUAX,
a1Q4W000003fqWOUAY,,a1H4W00000BB53WUAT,000000415,a1S4W000004D1RnUAK,2020-04-08,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZnHUAX,,416.67,416.67,false,,a1H4W00000BB53WUAT,a1S4W000004D1RnUAK,,a134W000009DZGNQA4,a154W00000926RWQAY,a1C4W00000845KxUAI,a1I4W00000HFZnHUAX,
a1Q4W000003fqWPUAY,,a1H4W00000BB53XUAT,000000416,a1S4W000004D1RoUAK,2020-04-08,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZnKUAX,,416.67,416.67,false,,a1H4W00000BB53XUAT,a1S4W000004D1RoUAK,,a134W000009DZGNQA4,a154W00000926RWQAY,a1C4W00000845KxUAI,a1I4W00000HFZnKUAX,
a1Q4W000003fqWQUAY,,a1H4W00000BB53YUAT,000000417,a1S4W000004D1RpUAK,2020-04-08,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZnNUAX,,416.67,416.67,false,,a1H4W00000BB53YUAT,a1S4W000004D1RpUAK,,a134W000009DZGNQA4,a154W00000926RWQAY,a1C4W00000845KxUAI,a1I4W00000HFZnNUAX,
a1Q4W000003fqWRUAY,,a1H4W00000BB53ZUAT,000000418,a1S4W000004D1RqUAK,2020-04-08,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZnPUAX,,416.67,416.67,false,,a1H4W00000BB53ZUAT,a1S4W000004D1RqUAK,,a134W000009DZGNQA4,a154W00000926RWQAY,a1C4W00000845KxUAI,a1I4W00000HFZnPUAX,
a1Q4W000003fqWSUAY,,a1H4W00000BB53aUAD,000000427,a1S4W000004D1RxUAK,2020-04-24,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,true,a1C4W00000845KlUAI,1,675,a1I4W00000HFZnaUAH,,675,675,false,,a1H4W00000BB53aUAD,a1S4W000004D1RxUAK,,a134W000009DZGIQA4,a154W00000926QzQAI,a1C4W00000845KlUAI,a1I4W00000HFZnaUAH,
a1Q4W000003fqWTUAY,,a1H4W00000BB53aUAD,000000428,a1S4W000004D1RxUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,true,a1C4W00000845KmUAI,1,45,a1I4W00000HFZnbUAH,a1Q4W000003fqWSUAY,45,45,true,,a1H4W00000BB53aUAD,a1S4W000004D1RxUAK,,a134W000009DZGIQA4,a154W00000926R0QAI,a1C4W00000845KmUAI,a1I4W00000HFZnbUAH,a1Q4W000003fqWSUAY
a1Q4W000003fqWUUAY,,a1H4W00000BB53hUAD,000000429,a1S4W000004D1RyUAK,2020-05-20,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RWQAY,Company Membership,5000,true,a1C4W00000845KxUAI,1,416.67,a1I4W00000HFZogUAH,,416.67,416.67,false,,a1H4W00000BB53hUAD,a1S4W000004D1RyUAK,,a134W000009DZGNQA4,a154W00000926RWQAY,a1C4W00000845KxUAI,a1I4W00000HFZogUAH,
a1Q4W000003fqXLUAY,,a1H4W00000BB54uUAD,000000229,a1S4W000004D1T2UAK,2015-09-11,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,250,,,250,250,false,,a1H4W00000BB54uUAD,a1S4W000004D1T2UAK,,a134W000009DZGIQA4,a154W00000926R6QAI,,,
a1Q4W000003fqXMUAY,,a1H4W00000BB54vUAD,000000230,a1S4W000004D1T3UAK,2016-07-26,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,a1H4W00000BB54vUAD,a1S4W000004D1T3UAK,,a134W000009DZGNQA4,a154W00000926QvQAI,,,
a1Q4W000003fqXNUAY,,a1H4W00000BB54wUAD,000000231,a1S4W000004D1T4UAK,2014-04-20,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,37.5,,,37.5,37.5,false,,a1H4W00000BB54wUAD,a1S4W000004D1T4UAK,,a134W000009DZGIQA4,a154W00000926QuQAI,,,
a1Q4W000003fqXOUAY,,a1H4W00000BB54xUAD,000000232,a1S4W000004D1T5UAK,2014-05-20,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,a1H4W00000BB54xUAD,a1S4W000004D1T5UAK,,a134W000009DZGNQA4,a154W00000926QvQAI,,,
a1Q4W000003fqXPUAY,,a1H4W00000BB54yUAD,000000234,a1S4W000004D1T6UAK,2014-05-12,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,a1H4W00000BB54yUAD,a1S4W000004D1T6UAK,,a134W000009DZGIQA4,a154W00000926RDQAY,,,
a1Q4W000003fqXQUAY,,a1H4W00000BB54zUAD,000000235,a1S4W000004D1T7UAK,2014-07-10,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,300,,,300,300,false,,a1H4W00000BB54zUAD,a1S4W000004D1T7UAK,,a134W000009DZGIQA4,a154W00000926R6QAI,,,
a1Q4W000003fqXRUAY,,a1H4W00000BB550UAD,000000236,a1S4W000004D1T8UAK,2016-04-02,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,37.5,,,37.5,37.5,false,,a1H4W00000BB550UAD,a1S4W000004D1T8UAK,,a134W000009DZGIQA4,a154W00000926QuQAI,,,
a1Q4W000003fqXSUAY,,a1H4W00000BB551UAD,000000237,a1S4W000004D1T9UAK,2016-11-11,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,200,,,200,200,false,,a1H4W00000BB551UAD,a1S4W000004D1T9UAK,,a134W000009DZGIQA4,a154W00000926R6QAI,,,
a1Q4W000003fqXTUAY,,a1H4W00000BB552UAD,000000238,a1S4W000004D1TAUA0,2016-08-16,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,137.5,,,137.5,137.5,false,,a1H4W00000BB552UAD,a1S4W000004D1TAUA0,,a134W000009DZGIQA4,a154W00000926QuQAI,,,
a1Q4W000003fqXUUAY,,a1H4W00000BB553UAD,000000239,a1S4W000004D1TBUA0,2015-01-16,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926QuQAI,Associate Membership,150,true,,1,75,,,75,75,false,,a1H4W00000BB553UAD,a1S4W000004D1TBUA0,,a134W000009DZGIQA4,a154W00000926QuQAI,,,
a1Q4W000003fqXVUAY,,a1H4W00000BB554UAD,000000240,a1S4W000004D1TCUA0,2016-07-27,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,300,,,300,300,false,,a1H4W00000BB554UAD,a1S4W000004D1TCUA0,,a134W000009DZGIQA4,a154W00000926R6QAI,,,
a1Q4W000003fqXWUAY,,a1H4W00000BB555UAD,000000241,a1S4W000004D1TDUA0,2015-10-12,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,225,,,225,225,false,,a1H4W00000BB555UAD,a1S4W000004D1TDUA0,,a134W000009DZGIQA4,a154W00000926R6QAI,,,
a1Q4W000003fqXXUAY,,a1H4W00000BB556UAD,000000242,a1S4W000004D1TEUA0,2014-07-15,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,a1H4W00000BB556UAD,a1S4W000004D1TEUA0,,a134W000009DZGIQA4,a154W00000926RDQAY,,,
a1Q4W000003fqXYUAY,,a1H4W00000BB557UAD,000000243,a1S4W000004D1TFUA0,2016-03-02,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,a1H4W00000BB557UAD,a1S4W000004D1TFUA0,,a134W000009DZGNQA4,a154W00000926QvQAI,,,
a1Q4W000003fqXZUAY,,a1H4W00000BB558UAD,000000244,a1S4W000004D1TGUA0,2016-11-28,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,a1H4W00000BB558UAD,a1S4W000004D1TGUA0,,a134W000009DZGNQA4,a154W00000926QvQAI,,,
a1Q4W000003fqXaUAI,,a1H4W00000BB559UAD,000000245,a1S4W000004D1THUA0,2015-04-20,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,a1H4W00000BB559UAD,a1S4W000004D1THUA0,,a134W000009DZGIQA4,a154W00000926RDQAY,,,
a1Q4W000003fqXbUAI,,a1H4W00000BB55AUAT,000000246,a1S4W000004D1TIUA0,2015-06-22,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,25,,,25,25,false,,a1H4W00000BB55AUAT,a1S4W000004D1TIUA0,,a134W000009DZGIQA4,a154W00000926R6QAI,,,
a1Q4W000003fqXcUAI,,a1H4W00000BB55BUAT,000000247,a1S4W000004D1TJUA0,2014-10-14,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,225,,,225,225,false,,a1H4W00000BB55BUAT,a1S4W000004D1TJUA0,,a134W000009DZGIQA4,a154W00000926R6QAI,,,
a1Q4W000003fqXdUAI,,a1H4W00000BB55CUAT,000000248,a1S4W000004D1TKUA0,2016-07-24,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,a1H4W00000BB55CUAT,a1S4W000004D1TKUA0,,a134W000009DZGIQA4,a154W00000926RDQAY,,,
a1Q4W000003fqXeUAI,,a1H4W00000BB55DUAT,000000249,a1S4W000004D1TLUA0,2016-11-08,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,a1H4W00000BB55DUAT,a1S4W000004D1TLUA0,,a134W000009DZGIQA4,a154W00000926RDQAY,,,
a1Q4W000003fqXfUAI,,a1H4W00000BB55EUAT,000000250,a1S4W000004D1TMUA0,2017-07-04,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,true,,1,25,,,25,25,false,,a1H4W00000BB55EUAT,a1S4W000004D1TMUA0,,a134W000009DZGIQA4,a154W00000926RDQAY,,,
a1Q4W000003fqXgUAI,,a1H4W00000BB55FUAT,000000251,a1S4W000004D1TNUA0,2016-10-10,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,225,,,225,225,false,,a1H4W00000BB55FUAT,a1S4W000004D1TNUA0,,a134W000009DZGIQA4,a154W00000926R6QAI,,,
a1Q4W000003fqXhUAI,,a1H4W00000BB55GUAT,000000252,a1S4W000004D1TOUA0,2014-06-13,1,14,13,,,true,false,a134W000009DZGNQA4,a154W00000926RkQAI,Company Membership,5000,true,,1,0,,,0,0,false,,a1H4W00000BB55GUAT,a1S4W000004D1TOUA0,,a134W000009DZGNQA4,a154W00000926RkQAI,,,
a1Q4W000003fqXiUAI,,a1H4W00000BB55HUAT,000000253,a1S4W000004D1TPUA0,2017-04-24,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,75,,,75,75,false,,a1H4W00000BB55HUAT,a1S4W000004D1TPUA0,,a134W000009DZGIQA4,a154W00000926R6QAI,,,
a1Q4W000003fqXjUAI,,a1H4W00000BB55IUAT,000000254,a1S4W000004D1TQUA0,2015-10-20,0,,,,,true,false,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,300,true,,1,225,,,225,225,false,,a1H4W00000BB55IUAT,a1S4W000004D1TQUA0,,a134W000009DZGIQA4,a154W00000926R6QAI,,,
a1Q4W000003fqXkUAI,,a1H4W00000BB55JUAT,000000255,a1S4W000004D1TRUA0,2014-03-15,1,10,9,,,true,false,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,2500,true,,1,2500,,,2500,2500,false,,a1H4W00000BB55JUAT,a1S4W000004D1TRUA0,,a134W000009DZGNQA4,a154W00000926QvQAI,,,
a1Q4W000003fqY9UAI,,a1H4W00000BB544UAD,000000284,a1S4W000004D1TlUAK,2018-10-01,0,,,,,false,false,a134W000009DZGoQAO,a154W00000926SdQAI,Associations Today Magazine,50,true,a1C4W00000845LDUAY,1,4.17,a1I4W00000HFa8oUAD,,4.17,4.17,false,,a1H4W00000BB544UAD,a1S4W000004D1TlUAK,,a134W000009DZGoQAO,a154W00000926SdQAI,a1C4W00000845LDUAY,a1I4W00000HFa8oUAD,
a1Q4W000003fqYAUAY,,a1H4W00000BB545UAD,000000285,a1S4W000004D1TmUAK,2018-10-01,0,,,,,false,false,a134W000009DZGoQAO,a154W00000926SdQAI,Associations Today Magazine,50,true,a1C4W00000845LDUAY,1,4.17,a1I4W00000HFa8pUAD,,4.17,4.17,false,,a1H4W00000BB545UAD,a1S4W000004D1TmUAK,,a134W000009DZGoQAO,a154W00000926SdQAI,a1C4W00000845LDUAY,a1I4W00000HFa8pUAD,
a1Q4W000003fqYBUAY,,a1H4W00000BB55qUAD,000000287,a1S4W000004D1TnUAK,2018-11-21,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926RDQAY,Student Membership,45,false,a1C4W00000845KpUAI,1,45,a1I4W00000HFa9MUAT,,45,45,false,,a1H4W00000BB55qUAD,a1S4W000004D1TnUAK,,a134W000009DZGIQA4,a154W00000926RDQAY,a1C4W00000845KpUAI,a1I4W00000HFa9MUAT,
a1Q4W000003fqYCUAY,,a1H4W00000BB55nUAD,000000288,a1S4W000004D1ToUAK,2019-01-09,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,false,a1C4W00000845KlUAI,1,900,a1I4W00000HFa9eUAD,,900,900,false,,a1H4W00000BB55nUAD,a1S4W000004D1ToUAK,,a134W000009DZGIQA4,a154W00000926QzQAI,a1C4W00000845KlUAI,a1I4W00000HFa9eUAD,
a1Q4W000003fqYDUAY,,a1H4W00000BB55nUAD,000000289,a1S4W000004D1ToUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KOUAY,1,90,a1I4W00000HFa9fUAD,a1Q4W000003fqYCUAY,90,90,false,,a1H4W00000BB55nUAD,a1S4W000004D1ToUAK,,a134W000009DZGIQA4,a154W00000926R1QAI,a1C4W00000845KOUAY,a1I4W00000HFa9fUAD,a1Q4W000003fqYCUAY
a1Q4W000003fqYEUAY,,a1H4W00000BB55nUAD,000000290,a1S4W000004D1ToUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,false,a1C4W00000845KmUAI,1,60,a1I4W00000HFaHmUAL,a1Q4W000003fqYCUAY,60,60,false,,a1H4W00000BB55nUAD,a1S4W000004D1ToUAK,,a134W000009DZGIQA4,a154W00000926R0QAI,a1C4W00000845KmUAI,a1I4W00000HFaHmUAL,a1Q4W000003fqYCUAY
a1Q4W000003fqYFUAY,,a1H4W00000BB55oUAD,000000291,a1S4W000004D1TpUAK,2019-01-09,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926QzQAI,FON - National Membership,900,false,a1C4W00000845KlUAI,1,900,a1I4W00000HFa9gUAD,,900,900,false,,a1H4W00000BB55oUAD,a1S4W000004D1TpUAK,,a134W000009DZGIQA4,a154W00000926QzQAI,a1C4W00000845KlUAI,a1I4W00000HFa9gUAD,
a1Q4W000003fqYGUAY,,a1H4W00000BB540UAD,000000292,a1S4W000004D1TqUAK,2019-01-10,2,14,12,,,false,false,a134W000009DZGNQA4,a154W00000926RkQAI,Company Membership,5000,false,a1C4W00000845LAUAY,1,5000,a1I4W00000HFa9iUAD,,5000,5000,false,,a1H4W00000BB540UAD,a1S4W000004D1TqUAK,,a134W000009DZGNQA4,a154W00000926RkQAI,a1C4W00000845LAUAY,a1I4W00000HFa9iUAD,
a1Q4W000003fqYHUAY,,a1H4W00000BB55oUAD,000000293,a1S4W000004D1TpUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R1QAI,State Chapter Membership,90,false,a1C4W00000845KOUAY,1,90,a1I4W00000HFa9hUAD,a1Q4W000003fqYFUAY,90,90,false,,a1H4W00000BB55oUAD,a1S4W000004D1TpUAK,,a134W000009DZGIQA4,a154W00000926R1QAI,a1C4W00000845KOUAY,a1I4W00000HFa9hUAD,a1Q4W000003fqYFUAY
a1Q4W000003fqYIUAY,,a1H4W00000BB55oUAD,000000294,a1S4W000004D1TpUAK,,0,,,,,false,false,a134W000009DZGIQA4,a154W00000926R0QAI,Local Chapter Membership,60,false,a1C4W00000845KmUAI,1,60,a1I4W00000HFaHnUAL,a1Q4W000003fqYFUAY,60,60,false,,a1H4W00000BB55oUAD,a1S4W000004D1TpUAK,,a134W000009DZGIQA4,a154W00000926R0QAI,a1C4W00000845KmUAI,a1I4W00000HFaHnUAL,a1Q4W000003fqYFUAY
