Id,Name,External_Id__c,OrderApi__Transaction__c,OrderApi__Activation_Date__c,OrderApi__Auto_Calculate_Activation_Date__c,OrderApi__Business_Group__c,OrderApi__Credit__c,OrderApi__Date__c,OrderApi__Debit__c,OrderApi__End_Date__c,OrderApi__GL_Account__c,OrderApi__Invoice_Line__c,OrderApi__Invoice__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Memo__c,OrderApi__Receipt_Line__c,OrderApi__Receipt__c,OrderApi__Sales_Order_Line__c,OrderApi__Subscription_Line__c,OrderApi__Subscription_Plan__c,OrderApi__Subscription__c,OrderApi__Type__c,OrderApi__EPayment_Line__c,OrderApi__Sales_Order__c,OrderApi__Transaction__r.External_Id__c,OrderApi__Business_Group__r.Name,OrderApi__GL_Account__r.Id,OrderApi__Invoice_Line__r.External_Id__c,OrderApi__Invoice__r.External_Id__c,OrderApi__Item_Class__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Receipt_Line__r.External_Id__c,OrderApi__Receipt__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Subscription_Line__r.External_Id__c,OrderApi__Subscription_Plan__r.Id,OrderApi__Subscription__r.External_Id__c,OrderApi__EPayment_Line__r.External_Id__c,OrderApi__Sales_Order__r.External_Id__c
a1U4W000009M2OtUAK,0000004488,106,a1V4W00000FrAeOUAV,2020-01-01,true,a0o4W00000M5SknQAF,208.33,2020-04-30,0,2020-12-31,a104W00000G3d1eQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,6,FON-International Association,a104W00000G3d1eQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2OuUAK,0000004489,107,a1V4W00000FrAePUAV,2020-01-01,true,a0o4W00000M5SknQAF,0,2020-05-31,208.33,2020-12-31,a104W00000G3d1aQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,7,FON-International Association,a104W00000G3d1aQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2OvUAK,0000004490,108,a1V4W00000FrAePUAV,2020-01-01,true,a0o4W00000M5SknQAF,208.33,2020-05-31,0,2020-12-31,a104W00000G3d1eQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,7,FON-International Association,a104W00000G3d1eQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2OwUAK,0000004491,109,a1V4W00000FrAeQUAV,2020-01-01,true,a0o4W00000M5SknQAF,0,2020-06-30,208.33,2020-12-31,a104W00000G3d1aQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,8,FON-International Association,a104W00000G3d1aQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2OxUAK,0000004492,110,a1V4W00000FrAeQUAV,2020-01-01,true,a0o4W00000M5SknQAF,208.33,2020-06-30,0,2020-12-31,a104W00000G3d1eQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,8,FON-International Association,a104W00000G3d1eQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2OyUAK,0000004493,111,a1V4W00000FrAeRUAV,2020-01-01,true,a0o4W00000M5SknQAF,0,2020-07-31,208.33,2020-12-31,a104W00000G3d1aQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,9,FON-International Association,a104W00000G3d1aQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2OzUAK,0000004494,112,a1V4W00000FrAeRUAV,2020-01-01,true,a0o4W00000M5SknQAF,208.33,2020-07-31,0,2020-12-31,a104W00000G3d1eQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,9,FON-International Association,a104W00000G3d1eQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2P0UAK,0000004495,113,a1V4W00000FrAeSUAV,2020-01-01,true,a0o4W00000M5SknQAF,0,2020-08-31,208.33,2020-12-31,a104W00000G3d1aQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,10,FON-International Association,a104W00000G3d1aQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2P1UAK,0000004496,114,a1V4W00000FrAeSUAV,2020-01-01,true,a0o4W00000M5SknQAF,208.33,2020-08-31,0,2020-12-31,a104W00000G3d1eQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,10,FON-International Association,a104W00000G3d1eQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2P2UAK,0000004497,115,a1V4W00000FrAeTUAV,2020-01-01,true,a0o4W00000M5SknQAF,0,2020-09-30,208.33,2020-12-31,a104W00000G3d1aQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,11,FON-International Association,a104W00000G3d1aQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2P3UAK,0000004498,116,a1V4W00000FrAeTUAV,2020-01-01,true,a0o4W00000M5SknQAF,208.33,2020-09-30,0,2020-12-31,a104W00000G3d1eQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,11,FON-International Association,a104W00000G3d1eQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2P4UAK,0000004499,117,a1V4W00000FrAeUUAV,2020-01-01,true,a0o4W00000M5SknQAF,0,2020-10-31,208.33,2020-12-31,a104W00000G3d1aQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,12,FON-International Association,a104W00000G3d1aQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2P5UAK,0000004500,118,a1V4W00000FrAeUUAV,2020-01-01,true,a0o4W00000M5SknQAF,208.33,2020-10-31,0,2020-12-31,a104W00000G3d1eQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,12,FON-International Association,a104W00000G3d1eQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2P6UAK,0000004501,119,a1V4W00000FrAeVUAV,2020-01-01,true,a0o4W00000M5SknQAF,0,2020-11-30,208.33,2020-12-31,a104W00000G3d1aQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,13,FON-International Association,a104W00000G3d1aQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2P7UAK,0000004502,120,a1V4W00000FrAeVUAV,2020-01-01,true,a0o4W00000M5SknQAF,208.33,2020-11-30,0,2020-12-31,a104W00000G3d1eQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,13,FON-International Association,a104W00000G3d1eQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2P8UAK,0000004503,121,a1V4W00000FrAeWUAV,2020-01-01,true,a0o4W00000M5SknQAF,0,2020-12-31,208.37,2020-12-31,a104W00000G3d1aQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,14,FON-International Association,a104W00000G3d1aQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2P9UAK,0000004504,122,a1V4W00000FrAeWUAV,2020-01-01,true,a0o4W00000M5SknQAF,208.37,2020-12-31,0,2020-12-31,a104W00000G3d1eQAB,,,a134W000009DZGNQA4,a154W00000926QvQAI,Institutional Membership,a1D4W0000061upHUAQ,a1E4W00000DtYA8UAN,a1I4W00000HFZkZUAX,,a1R4W000004PyfNUAS,a1S4W000004D1S5UAK,Cash,a0y4W00000VRkvxQAD,,14,FON-International Association,a104W00000G3d1eQAB,,,159,648,1443,67,1165,,a1R4W000004PyfNUAS,163,353,
a1U4W000009M2PAUA0,0000004505,123,a1V4W00000FrAeXUAV,,true,a0o4W00000M5SknQAF,0,2019-11-05,300,,a104W00000G3d1EQAR,,,,,Sales Order #000002040,,a1E4W00000DtYA9UAN,,,,,Cash,,,15,FON-International Association,a104W00000G3d1EQAR,,,,,,68,,,,,,
a1U4W000009M2PBUA0,0000004506,124,a1V4W00000FrAeXUAV,2019-11-05,true,a0o4W00000M5SknQAF,300,2019-11-05,0,2020-11-04,a104W00000G3d1aQAB,,,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,a1D4W0000061upIUAQ,a1E4W00000DtYA9UAN,,,a1R4W000004PyfOUAS,,Cash,a0y4W00000VRkvyQAD,,15,FON-International Association,a104W00000G3d1aQAB,,,155,651,1444,68,,,a1R4W000004PyfOUAS,,354,
a1U4W000009M2PCUA0,0000004507,125,a1V4W00000FrAeYUAV,2019-11-05,true,a0o4W00000M5SknQAF,0,2019-11-30,25,2020-11-04,a104W00000G3d1aQAB,,,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,a1D4W0000061upIUAQ,a1E4W00000DtYA9UAN,,,a1R4W000004PyfOUAS,,Cash,a0y4W00000VRkvyQAD,,16,FON-International Association,a104W00000G3d1aQAB,,,155,651,1444,68,,,a1R4W000004PyfOUAS,,354,
a1U4W000009M2PDUA0,0000004508,126,a1V4W00000FrAeYUAV,2019-11-05,true,a0o4W00000M5SknQAF,25,2019-11-30,0,2020-11-04,a104W00000G3d1fQAB,,,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,a1D4W0000061upIUAQ,a1E4W00000DtYA9UAN,,,a1R4W000004PyfOUAS,,Cash,a0y4W00000VRkvyQAD,,16,FON-International Association,a104W00000G3d1fQAB,,,155,651,1444,68,,,a1R4W000004PyfOUAS,,354,
a1U4W000009M2PEUA0,0000004509,127,a1V4W00000FrAeZUAV,2019-11-05,true,a0o4W00000M5SknQAF,0,2019-12-31,25,2020-11-04,a104W00000G3d1aQAB,,,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,a1D4W0000061upIUAQ,a1E4W00000DtYA9UAN,,,a1R4W000004PyfOUAS,,Cash,a0y4W00000VRkvyQAD,,17,FON-International Association,a104W00000G3d1aQAB,,,155,651,1444,68,,,a1R4W000004PyfOUAS,,354,
a1U4W000009M2PFUA0,0000004510,128,a1V4W00000FrAeZUAV,2019-11-05,true,a0o4W00000M5SknQAF,25,2019-12-31,0,2020-11-04,a104W00000G3d1fQAB,,,a134W000009DZGIQA4,a154W00000926R6QAI,Professional Membership,a1D4W0000061upIUAQ,a1E4W00000DtYA9UAN,,,a1R4W000004PyfOUAS,,Cash,a0y4W00000VRkvyQAD,,17,FON-International Association,a104W00000G3d1fQAB,,,155,651,1444,68,,,a1R4W000004PyfOUAS,,354,
