Id,EventApi__Event__c,Name,External_Id__c,OrderApi__Adjustment_Account__c,OrderApi__Assign_to_Item__c,OrderApi__Assignment_Badge_Types_CSV__c,OrderApi__Assignment_SObject__c,OrderApi__Assignments_Display_Label__c,OrderApi__Business_Group__c,OrderApi__Cost__c,OrderApi__Defer_Revenue__c,OrderApi__Deferred_Revenue_Account__c,OrderApi__Deferred_Revenue_Term__c,OrderApi__Description__c,OrderApi__Disable_Price_Rules__c,OrderApi__Disable_Scheduling__c,OrderApi__Discount_Account__c,OrderApi__Display_Name__c,OrderApi__Download_File_Location__c,OrderApi__Download_File_Name__c,OrderApi__Download_File_Type__c,OrderApi__EAN__c,OrderApi__Enable_Access_Permissions__c,OrderApi__Enable_Assignments__c,OrderApi__Enable_Shipping__c,OrderApi__Features_List__c,OrderApi__Flex_Day_of_the_Month__c,OrderApi__Form__c,OrderApi__ISBN__c,OrderApi__Image_Path__c,OrderApi__Income_Account__c,OrderApi__Interview_Form_Display_Label__c,OrderApi__Is_Active__c,OrderApi__Is_Contribution__c,OrderApi__Is_Default_Shipping_Rate__c,OrderApi__Is_Default_Tax_Rate__c,OrderApi__Is_Downloadable__c,OrderApi__Is_Event__c,OrderApi__Is_Inventoried__c,OrderApi__Is_Publication__c,OrderApi__Is_Service__c,OrderApi__Is_Shipping_Rate__c,OrderApi__Is_Subscription__c,OrderApi__Is_Tax_Deductible__c,OrderApi__Is_Tax__c,OrderApi__Is_Taxable__c,OrderApi__Item_Class__c,OrderApi__Item_Weight_UOM__c,OrderApi__Item_Weight__c,OrderApi__Line_Description__c,OrderApi__Maximum_Number_of_Assignments__c,OrderApi__Maximum_Number_of_Downloads__c,OrderApi__Maximum_Value__c,OrderApi__Maximum_Weight__c,OrderApi__Minimum_Value__c,OrderApi__Minimum_Weight__c,OrderApi__Not_For_Individual_Sale__c,OrderApi__Price__c,OrderApi__Refund_Account__c,OrderApi__Require_Assignments__c,OrderApi__Require_Shipping__c,OrderApi__Restrict_Number_of_Assignments__c,OrderApi__Restrict_Number_of_Downloads__c,OrderApi__Revenue_Recognition_Date__c,OrderApi__Revenue_Recognition_Rule__c,OrderApi__Revenue_Recognition_Term_Rule__c,OrderApi__SKU__c,OrderApi__Shipping_Method__c,OrderApi__Shipping_Region__c,OrderApi__Subscription_Plan_Display_Label__c,OrderApi__Tax_Class__c,OrderApi__Tax_Locale__c,OrderApi__Tax_Percent__c,OrderApi__UPC__c,OrderApi__Package_Items__c,OrderApi__Required_Package_Items__c,EventApi__Schedule_Item__c,EventApi__Sponsor_Package__c,EventApi__Ticket_Type__c,ROEApi__Item_Class_Name__c,ProgramApi__Is_Program_Fee__c,ProgramApi__Is_Program_Maintenance_Fee__c,ProgramApi__Program__c,OrderApi__Require_PreAuthorized_Payment__c,OrderApi__AR_Account__c,OrderApi__Invoice_Payment_Priority__c,OrderApi__Add_to_Cart_Button_Label_Override__c,OrderApi__Add_to_Cart_Button_Override__c,OrderApi__Assignment_Instructions__c,OrderApi__Enable_Cancellation_Request__c,OrderApi__Enable_MidTerm_Changes__c,OrderApi__Inventory_Message__c,OrderApi__Inventory__c,OrderApi__Parent_Item__c,OrderApi__Renewal_Form__c,OrderApi__eStore_Description__c,OrderApi__eStore_Short_Description__c,OrderApi__Item__c,EventApi__Event__r.Id,OrderApi__Adjustment_Account__r.Id,OrderApi__Business_Group__r.Name,OrderApi__Deferred_Revenue_Account__r.Id,OrderApi__Discount_Account__r.Id,OrderApi__Form__r.Id,OrderApi__Income_Account__r.Id,OrderApi__Item_Class__r.External_Id__c,OrderApi__Refund_Account__r.Id,OrderApi__Shipping_Method__r.Id,OrderApi__Shipping_Region__r.Id,OrderApi__Tax_Class__r.External_Id__c,OrderApi__Tax_Locale__r.Id,EventApi__Schedule_Item__r.External_Id__c,EventApi__Sponsor_Package__r.External_Id__c,EventApi__Ticket_Type__r.External_Id__c,ProgramApi__Program__r.Id,OrderApi__AR_Account__r.Id,OrderApi__Renewal_Form__r.Id,OrderApi__Item__r.External_Id__c
a154W00000926avQAA,,Gold Annual Symposium Sponsor Package,56,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,,false,false,a104W00000G3d1cQAB,Gold Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a104W00000G3d1HQAR,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIWQA4,,,Show off your association pride by sponsoring our annual symposium at the gold level.,,,,,,,false,10111,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,a1h4W00000jlZLKQA2,,e2c2fc96-a5a4-4-Sponsor Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,65,a104W00000G3d1HQAR,,,,,,56,,,a104W00000G3d1FQAR,,
a154W00000926TTQAY,,FON-Askland Memorial Scholarship,,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,Askland Memorial Scholarship,false,false,a104W00000G3d1cQAB,Askland Memorial Scholarship,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a134W000009DZGPQA4,,,Askland Memorial Scholarship,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Donation Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Askland Memorial Scholarship,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,154,a104W00000G3d1HQAR,,,,,,,,,a104W00000G3d1FQAR,,
a154W00000926TUQAY,,FON-Law Annual Fund,,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,Law Annual Fund,false,false,a104W00000G3d1cQAB,Law Annual Fund,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a134W000009DZGPQA4,,,Law Annual Fund,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Donation Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Law Annual Fund,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,154,a104W00000G3d1HQAR,,,,,,,,,a104W00000G3d1FQAR,,
a154W00000926TVQAY,,FON-Joseph M Feller Endowed Fellowship Endowment,,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,Joseph M Feller Endowed Fellowship Endowment,false,false,a104W00000G3d1cQAB,Joseph M Feller Endowed Fellowship Endowment,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a134W000009DZGPQA4,,,Joseph M Feller Endowed Fellowship Endowment,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Donation Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Joseph M Feller Endowed Fellowship Endowment,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,154,a104W00000G3d1HQAR,,,,,,,,,a104W00000G3d1FQAR,,
a154W00000926TWQAY,,FON-Jonathan Rose Endowment,,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,Jonathan Rose Endowment,false,false,a104W00000G3d1cQAB,Jonathan Rose Endowment,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a134W000009DZGPQA4,,,Jonathan Rose Endowment,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Donation Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Jonathan Rose Endowment,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,154,a104W00000G3d1HQAR,,,,,,,,,a104W00000G3d1FQAR,,
a154W00000926TXQAY,,The Harry J. Cavanagh Scholarship Presented by the Cavanagh Law Firm Endowment,,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,The Harry J. Cavanagh Scholarship Presented by the Cavanagh Law Firm Endowment,false,false,a104W00000G3d1cQAB,The Harry J. Cavanagh Scholarship Presented by the Cavanagh Law Firm Endowment,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a134W000009DZGPQA4,,,The Harry J. Cavanagh Scholarship Presented by the Cavanagh Law Firm Endowment,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Donation Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,The Harry J. Cavanagh Scholarship Presented by the Cavanagh Law Firm Endowment,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,154,a104W00000G3d1HQAR,,,,,,,,,a104W00000G3d1FQAR,,
a154W00000926TYQAY,,FON-Anthony R. Lucia Scholarship Endowment,,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,Anthony R. Lucia Scholarship Endowment,false,false,a104W00000G3d1cQAB,Anthony R. Lucia Scholarship Endowment,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a134W000009DZGPQA4,,,Anthony R. Lucia Scholarship Endowment,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Donation Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Anthony R. Lucia Scholarship Endowment,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,154,a104W00000G3d1HQAR,,,,,,,,,a104W00000G3d1FQAR,,
a154W00000926TZQAY,,FON-Gary L. Stuart Scholarship Endowment,,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,Gary L. Stuart Scholarship Endowment,false,false,a104W00000G3d1cQAB,Gary L. Stuart Scholarship Endowment,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a134W000009DZGPQA4,,,Gary L. Stuart Scholarship Endowment,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Donation Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Gary L. Stuart Scholarship Endowment,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,154,a104W00000G3d1HQAR,,,,,,,,,a104W00000G3d1FQAR,,
a154W00000926TaQAI,,FON-Alan A. Matheson Prize for Excellence in Teaching Endowment,,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,Alan A. Matheson Prize for Excellence in Teaching Endowment,false,false,a104W00000G3d1cQAB,Alan A. Matheson Prize for Excellence in Teaching Endowment,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a134W000009DZGPQA4,,,Alan A. Matheson Prize for Excellence in Teaching Endowment,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Donation Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Alan A. Matheson Prize for Excellence in Teaching Endowment,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,154,a104W00000G3d1HQAR,,,,,,,,,a104W00000G3d1FQAR,,
a154W00000926TbQAI,,FON-Jack Brown Endowment Account,,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,Jack Brown Endowment Account,false,false,a104W00000G3d1cQAB,Jack Brown Endowment Account,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a134W000009DZGPQA4,,,Jack Brown Endowment Account,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Donation Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,Jack Brown Endowment Account,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,154,a104W00000G3d1HQAR,,,,,,,,,a104W00000G3d1FQAR,,
a154W00000926TcQAI,,FON-C. Randall Bain Scholarship Endowment,,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,C. Randall Bain Scholarship Endowment,false,false,a104W00000G3d1cQAB,C. Randall Bain Scholarship Endowment,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,true,true,false,false,false,false,false,false,false,false,false,true,false,false,a134W000009DZGPQA4,,,C. Randall Bain Scholarship Endowment,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,,,FON-Donation Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,C. Randall Bain Scholarship Endowment,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,154,a104W00000G3d1HQAR,,,,,,,,,a104W00000G3d1FQAR,,
a154W00000926WJQAY,,Conferece Check In,109,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Please check in when you arrive at the symposium.</p>,false,false,a104W00000G3d1EQAR,Conference Check In,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZItQAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2iQAG,,,70804783-6e8f-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Please check in when you arrive at the symposium.</p>,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,104,a104W00000G3d1HQAR,,,,,109,,,,a104W00000G3d1FQAR,,
a154W00000926WKQAY,,Keynote Speech,110,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",false,false,a104W00000G3d1EQAR,Keynote Speech,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZItQAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2jQAG,,,70804783-6e8f-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,"<p>Welcome to the Conference. Attend our Keynote Speech for inspiration from Gerald Frank, Vice President of ABC Corporation.</p>",,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,104,a104W00000G3d1HQAR,,,,,110,,,,a104W00000G3d1FQAR,,
a154W00000926WLQAY,,Leadership Workshop,111,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Attend this session to sharpen your leadership skills.</p>,false,false,a104W00000G3d1EQAR,Leadership Workshop,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZItQAO,,,,,,,,,,false,25,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2kQAG,,,70804783-6e8f-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Attend this session to sharpen your leadership skills.</p>,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,104,a104W00000G3d1HQAR,,,,,111,,,,a104W00000G3d1FQAR,,
a154W00000926WMQAY,,Luncheon,112,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,false,a104W00000G3d1EQAR,Luncheon,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZItQAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2lQAG,,,70804783-6e8f-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,104,a104W00000G3d1HQAR,,,,,112,,,,a104W00000G3d1FQAR,,
a154W00000926WNQAY,,Round Table Discussion I,113,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,false,a104W00000G3d1EQAR,Round Table Discussion I,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZItQAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2mQAG,,,70804783-6e8f-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,104,a104W00000G3d1HQAR,,,,,113,,,,a104W00000G3d1FQAR,,
a154W00000926WOQAY,,Round Table Discussion II,114,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,false,false,a104W00000G3d1EQAR,Round Table Discussion II,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZItQAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2nQAG,,,70804783-6e8f-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Join the Association Leaders for a discussion on exciting developments and roadmap of the organization.</p>,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,104,a104W00000G3d1HQAR,,,,,114,,,,a104W00000G3d1FQAR,,
a154W00000926WPQAY,,Welcome Breakfast,115,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,false,false,a104W00000G3d1EQAR,Welcome Breakfast,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZItQAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX2oQAG,,,70804783-6e8f-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Welcome to the Annual Symposium. Join us for a continental breakfast on the second floor.</p>,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,104,a104W00000G3d1HQAR,,,,,115,,,,a104W00000G3d1FQAR,,
a154W00000926WQQAY,,Bronze Annual Symposium Sponsor Package,88,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,,false,false,a104W00000G3d1cQAB,Bronze Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a104W00000G3d1HQAR,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIuQAO,,,Show off your association pride by sponsoring our annual symposium at the bronze level.,,,,,,,false,4000,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,a1h4W00000jlZK3QAM,,70804783-6e8f-4-Sponsor Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,105,a104W00000G3d1HQAR,,,,,,88,,,a104W00000G3d1FQAR,,
a154W00000926WRQAY,,Gold Annual Symposium Sponsor Package,89,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,,false,false,a104W00000G3d1cQAB,Gold Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a104W00000G3d1HQAR,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIuQAO,,,Show off your association pride by sponsoring our annual symposium at the gold level.,,,,,,,false,10000,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,a1h4W00000jlZK4QAM,,70804783-6e8f-4-Sponsor Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,105,a104W00000G3d1HQAR,,,,,,89,,,a104W00000G3d1FQAR,,
a154W00000926WSQAY,,Silver Annual Symposium Sponsor Package,90,a104W00000G3d2HQAR,false,,,,a0o4W00000M5SknQAF,0,false,,,,false,false,a104W00000G3d1cQAB,Silver Annual Symposium Sponsor Package,,,,,false,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,a104W00000G3d1HQAR,,true,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZIuQAO,,,Show off your association pride by sponsoring our annual symposium at the silver level.,,,,,,,false,6000,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,,a1h4W00000jlZK5QAM,,70804783-6e8f-4-Sponsor Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1cQAB,,a104W00000G3d1HQAR,105,a104W00000G3d1HQAR,,,,,,90,,,a104W00000G3d1FQAR,,
a154W00000926YWQAY,,Luncheon,287,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,false,false,a104W00000G3d1EQAR,Luncheon,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZI8QAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX45QAG,,,f5d3b9f0-c769-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Join us for a complimentary luncheon on Wednesday. This is a great networking opportunity for both new and returning members.</p>,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,29,a104W00000G3d1HQAR,,,,,287,,,,a104W00000G3d1FQAR,,
a154W00000926YXQAY,,Round Table Discussion I,288,a104W00000G3d2HQAR,false,,EventApi__Attendee__c,,a0o4W00000M5SknQAF,0,false,,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,false,false,a104W00000G3d1EQAR,Round Table Discussion I,,,,,false,false,false,,,,,https://s3.us-east-1.amazonaws.com/fonteva-customer-media/00D1U000000FLVyUAO/WcRwRzNr_placeholder_svg,a104W00000G3d1HQAR,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,a134W000009DZI8QAO,,,,,,,,,,false,0,a104W00000G3d1HQAR,false,false,false,false,,,,,,,,,,,,0,0,a1d4W00000jHX46QAG,,,f5d3b9f0-c769-4-Schedule Class,false,false,,false,a104W00000G3d1FQAR,,,,,false,false,,,false,,<p>Join us for a round table discussion on the latest trends and topics in our field.</p>,,,,a104W00000G3d2HQAR,FON-International Association,,a104W00000G3d1EQAR,,a104W00000G3d1HQAR,29,a104W00000G3d1HQAR,,,,,288,,,,a104W00000G3d1FQAR,,
