Name,OrderApi__End_Date__c,OrderApi__Is_Active__c,OrderApi__Is_Default__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Limit_Per_Account__c,OrderApi__Limit_Per_Contact__c,OrderApi__Max_Assignments__c,OrderApi__Max_Num_Available__c,OrderApi__Max_Quantity__c,OrderApi__Min_Assignments__c,OrderApi__Min_Quantity__c,OrderApi__Num_Times_Used__c,OrderApi__Price__c,OrderApi__Required_Badge_Types__c,OrderApi__Required_Source_Codes__c,OrderApi__Required_Subscription_Plans__c,OrderApi__Start_Date__c,EventApi__Schedule_Item__c,EventApi__Ticket_Type__c,PriceApi__Bulk_Price_Rule__c,EventApi__Is_Early_Bird_Price__c,EventApi__Is_On_Site_Price__c,OrderApi__Is_Promotional_Price__c,OrderApi__Tax_Inclusive_Price__c,OrderApi__Additional_Currencies_JSON__c,Errors,Id
DEFAULT,,true,true,,a1BR0000005Wn0wMAC,,,,,,,,0,0,,,,,a1rR0000000zo0CIAQ,,,false,false,false,0,,,a1KR0000004y1d5MAA
DEFAULT,,true,true,,a1BR0000005Wn0xMAC,,,,,,,,0,0,,,,,a1rR0000000zo0DIAQ,,,false,false,false,0,,,a1KR0000004y1d6MAA
DEFAULT,,true,true,,a1BR0000005Wn1RMAS,,,,,,,,0,0,,,,,a1rR0000000zo0SIAQ,,,false,false,false,0,,,a1KR0000004y1d7MAA
DEFAULT,,true,true,,a1BR0000005Wn1SMAS,,,,,,,,0,4000,,,,,,,,false,false,false,4000,,,a1KR0000004y1d8MAA
DEFAULT,,true,true,,a1BR0000005Wn1TMAS,,,,,,,,0,10000,,,,,,,,false,false,false,10000,,,a1KR0000004y1d9MAA
DEFAULT,,true,true,,a1BR0000005Wn1UMAS,,,,,,,,0,6000,,,,,,,,false,false,false,6000,,,a1KR0000004y1dAMAQ
Nationa - State Chapter Membership,,true,false,,a1BR0000005WmujMAC,,,,,,,,4,40,a0k4W00000CpmSEQAZ,,,,,,,false,false,false,40,,,a1KR0000004y1dBMAQ
member price,,true,false,,a1BR0000005Wn1sMAC,,,,,,,,1,23,a0k4W00000CpmSEQAZ,a1N4W000008fTojUAE,,,,,,false,false,false,23,,,a1KR0000004y1dCMAQ
DEFAULT,,true,true,,a1BR0000005Wn1VMAS,,,,,,,,0,200,,,,,,a22R0000001k1D8IAI,,false,false,false,200,,,a1KR0000004y1dDMAQ
DEFAULT,,true,true,,a1BR0000005Wn1WMAS,,,,,,,,0,100,,,,,,a22R0000001k1D9IAI,,false,false,false,100,,,a1KR0000004y1dEMAQ
DEFAULT,,true,true,,a1BR0000005Wn1XMAS,,,,,,,,0,0,,,,,a1rR0000000zo0TIAQ,,,false,false,false,0,,,a1KR0000004y1dFMAQ
DEFAULT,,true,true,,a1BR0000005Wn1YMAS,,,,,,,,0,0,,,,,a1rR0000000zo0UIAQ,,,false,false,false,0,,,a1KR0000004y1dGMAQ
DEFAULT,,true,true,,a1BR0000005Wn1ZMAS,,,,,,,,0,0,,,,,a1rR0000000zo0VIAQ,,,false,false,false,0,,,a1KR0000004y1dHMAQ
DEFAULT,,true,true,,a1BR0000005Wn1aMAC,,,,,,,,0,0,,,,,a1rR0000000zo0WIAQ,,,false,false,false,0,,,a1KR0000004y1dIMAQ
DEFAULT,,true,true,,a1BR0000005Wn20MAC,,,,,,,,0,25,,,,,a1rR0000000zo0XIAQ,,,false,false,false,25,,,a1KR0000004y1dJMAQ
DEFAULT,,true,true,,a1BR0000005Wn21MAC,,,,,,,,0,25,,,,,a1rR0000000znxTIAQ,,,false,false,false,25,,,a1KR0000004y1dKMAQ
DEFAULT,,true,true,,a1BR0000005Wn22MAC,,,,,,,,0,25,,,,,a1rR0000000znxUIAQ,,,false,false,false,25,,,a1KR0000004y1dLMAQ
DEFAULT,,true,true,,a1BR0000005Wn23MAC,,,,,,,,0,0,,,,,a1rR0000000znxVIAQ,,,false,false,false,0,,,a1KR0000004y1dMMAQ
DEFAULT,,true,true,,a1BR0000005Wn0yMAC,,,,,,,,0,25,,,,,a1rR0000000zo0EIAQ,,,false,false,false,25,,,a1KR0000004y1dNMAQ
DEFAULT,,true,true,,a1BR0000005Wn0zMAC,,,,,,,,0,0,,,,,a1rR0000000zo0PIAQ,,,false,false,false,0,,,a1KR0000004y1dOMAQ
DEFAULT,,true,true,,a1BR0000005Wn10MAC,,,,,,,,0,0,,,,,a1rR0000000zo0QIAQ,,,false,false,false,0,,,a1KR0000004y1dPMAQ
DEFAULT,,true,true,,a1BR0000005Wn11MAC,,,,,,,,0,0,,,,,a1rR0000000zo0RIAQ,,,false,false,false,0,,,a1KR0000004y1dQMAQ
DEFAULT,,true,true,,a1BR0000005Wn24MAC,,,,,,,,0,0,,,,,a1rR0000000znxWIAQ,,,false,false,false,0,,,a1KR0000004y1dRMAQ
DEFAULT,,true,true,,a1BR0000005Wn25MAC,,,,,,,,0,4000,,,,,,,,false,false,false,4000,,,a1KR0000004y1dSMAQ
DEFAULT,,true,true,,a1BR0000005Wn26MAC,,,,,,,,0,10111,,,,,,,,false,false,false,10111,,,a1KR0000004y1dTMAQ
DEFAULT,,true,true,,a1BR0000005Wn27MAC,,,,,,,,0,6000,,,,,,,,false,false,false,6000,,,a1KR0000004y1dUMAQ
DEFAULT,,true,true,,a1BR0000005Wn28MAC,,,,,,,,0,100,,,,,,a22R0000001k1DAIAY,,false,false,false,100,,,a1KR0000004y1dVMAQ
DEFAULT,,true,true,,a1BR0000005WmtcMAC,,,,,,,,0,200,,,,,,a22R0000001k1DBIAY,,false,false,false,200,,,a1KR0000004y1dWMAQ
Member VIP Registration,,true,false,,a1BR0000005WmtcMAC,,,,,,,,0,150,a0k4W00000CpmSEQAZ,,,,,a22R0000001k1DBIAY,,false,false,false,150,,,a1KR0000004y1dXMAQ
DEFAULT,,true,true,,a1BR0000005WmtdMAC,,,,,,,,0,100,,,,,,a22R0000001k1DCIAY,,false,false,false,100,,,a1KR0000004y1dYMAQ
DEFAULT,,true,true,,a1BR0000005WmteMAC,,,,,,,,0,200,,,,,,a22R0000001k1DDIAY,,false,false,false,200,,,a1KR0000004y1dZMAQ
DEFAULT,,true,true,,a1BR0000005WmtfMAC,,,,,,,,0,25,,,,,a1rR0000000znxXIAQ,,,false,false,false,25,,,a1KR0000004y1daMAA
DEFAULT,,true,true,,a1BR0000005WmtgMAC,,,,,,,,0,25,,,,,a1rR0000000znxYIAQ,,,false,false,false,25,,,a1KR0000004y1dbMAA
DEFAULT,,true,true,,a1BR0000005WmthMAC,,,,,,,,0,0,,,,,a1rR0000000znxZIAQ,,,false,false,false,0,,,a1KR0000004y1dcMAA
DEFAULT,,true,true,,a1BR0000005WmtiMAC,,,,,,,,0,0,,,,,a1rR0000000znxaIAA,,,false,false,false,0,,,a1KR0000004y1ddMAA
DEFAULT,,true,true,,a1BR0000005WmtjMAC,,,,,,,,0,25,,,,,a1rR0000000znxkIAA,,,false,false,false,25,,,a1KR0000004y1deMAA
DEFAULT,,true,true,,a1BR0000005WmtkMAC,,,,,,,,0,0,,,,,a1rR0000000znxlIAA,,,false,false,false,0,,,a1KR0000004y1dfMAA
DEFAULT,,true,true,,a1BR0000005WmuGMAS,,,,,,,,0,0,,,,,a1rR0000000znxmIAA,,,false,false,false,0,,,a1KR0000004y1dgMAA
DEFAULT,,true,true,,a1BR0000005WmuHMAS,,,,,,,,0,0,,,,,a1rR0000000znxnIAA,,,false,false,false,0,,,a1KR0000004y1dhMAA
DEFAULT,,true,true,,a1BR0000005WmuIMAS,,,,,,,,0,0,,,,,a1rR0000000znxoIAA,,,false,false,false,0,,,a1KR0000004y1diMAA
DEFAULT,,true,true,,a1BR0000005WmuJMAS,,,,,,,,0,4000,,,,,,,,false,false,false,4000,,,a1KR0000004y1djMAA
DEFAULT,,true,true,,a1BR0000005WmuKMAS,,,,,,,,0,10000,,,,,,,,false,false,false,10000,,,a1KR0000004y1dkMAA
DEFAULT,,true,true,,a1BR0000005WmuLMAS,,,,,,,,0,6000,,,,,,,,false,false,false,6000,,,a1KR0000004y1dlMAA
DEFAULT,,true,true,,a1BR0000005WmuMMAS,,,,,,,,0,25,,,,,a1rR0000000znxpIAA,,,false,false,false,25,,,a1KR0000004y1dmMAA
DEFAULT,,true,true,,a1BR0000005WmuNMAS,,,,,,,,0,25,,,,,a1rR0000000znxqIAA,,,false,false,false,25,,,a1KR0000004y1dnMAA
DEFAULT,,true,true,,a1BR0000005WmuOMAS,,,,,,,,0,0,,,,,a1rR0000000znxrIAA,,,false,false,false,0,,,a1KR0000004y1doMAA
DEFAULT,,true,true,,a1BR0000005WmuPMAS,,,,,,,,0,0,,,,,a1rR0000000znxsIAA,,,false,false,false,0,,,a1KR0000004y1dpMAA
DEFAULT,,true,true,,a1BR0000005WmuuMAC,,,,,,,,0,25,,,,,a1rR0000000zny2IAA,,,false,false,false,25,,,a1KR0000004y1dqMAA
DEFAULT,,true,true,,a1BR0000005WmuvMAC,,,,,,,,0,0,,,,,a1rR0000000zny3IAA,,,false,false,false,0,,,a1KR0000004y1drMAA
DEFAULT,,true,true,,a1BR0000005WmuwMAC,,,,,,,,0,0,,,,,a1rR0000000zny4IAA,,,false,false,false,0,,,a1KR0000004y1dsMAA
DEFAULT,,true,true,,a1BR0000005WmuxMAC,,,,,,,,0,0,,,,,a1rR0000000zny5IAA,,,false,false,false,0,,,a1KR0000004y1dtMAA
DEFAULT,,true,true,,a1BR0000005WmuyMAC,,,,,,,,0,0,,,,,a1rR0000000zny6IAA,,,false,false,false,0,,,a1KR0000004y1duMAA
DEFAULT,,true,true,,a1BR0000005WmuzMAC,,,,,,,,0,4000,,,,,,,,false,false,false,4000,,,a1KR0000004y1dvMAA
DEFAULT,,true,true,,a1BR0000005Wmv0MAC,,,,,,,,0,10111,,,,,,,,false,false,false,10111,,,a1KR0000004y1dwMAA
DEFAULT,,true,true,,a1BR0000005Wmv1MAC,,,,,,,,0,6000,,,,,,,,false,false,false,6000,,,a1KR0000004y1dxMAA
DEFAULT,,true,true,,a1BR0000005Wmv2MAC,,,,,,,,0,100,,,,,,a22R0000001k1DEIAY,,false,false,false,100,,,a1KR0000004y1dyMAA
DEFAULT,,true,true,,a1BR0000005Wmv3MAC,,,,,,,,0,200,,,,,,a22R0000001k1DFIAY,,false,false,false,200,,,a1KR0000004y1dzMAA
DEFAULT,,true,true,,a1BR0000005WmvYMAS,,,,,,,,0,25,,,,,a1rR0000000zny7IAA,,,false,false,false,25,,,a1KR0000004y1e0MAA
DEFAULT,,true,true,,a1BR0000005WmvZMAS,,,,,,,,0,25,,,,,a1rR0000000zny8IAA,,,false,false,false,25,,,a1KR0000004y1e1MAA
DEFAULT,,true,true,,a1BR0000005WmvaMAC,,,,,,,,0,0,,,,,a1rR0000000zny9IAA,,,false,false,false,0,,,a1KR0000004y1e2MAA
DEFAULT,,true,true,,a1BR0000005WmvbMAC,,,,,,,,0,0,,,,,a1rR0000000znyAIAQ,,,false,false,false,0,,,a1KR0000004y1e3MAA
DEFAULT,,true,true,,a1BR0000005WmvcMAC,,,,,,,,0,25,,,,,a1rR0000000znyGIAQ,,,false,false,false,25,,,a1KR0000004y1e4MAA
DEFAULT,,true,true,,a1BR0000005WmvdMAC,,,,,,,,0,0,,,,,a1rR0000000znyHIAQ,,,false,false,false,0,,,a1KR0000004y1e5MAA
DEFAULT,,true,true,,a1BR0000005WmveMAC,,,,,,,,0,0,,,,,a1rR0000000znyIIAQ,,,false,false,false,0,,,a1KR0000004y1e6MAA
DEFAULT,,true,true,,a1BR0000005WmvfMAC,,,,,,,,0,0,,,,,a1rR0000000znyJIAQ,,,false,false,false,0,,,a1KR0000004y1e7MAA
DEFAULT,,true,true,,a1BR0000005WmvgMAC,,,,,,,,0,0,,,,,a1rR0000000znyKIAQ,,,false,false,false,0,,,a1KR0000004y1e8MAA
DEFAULT,,true,true,,a1BR0000005WmwEMAS,,,,,,,,0,4000,,,,,,,,false,false,false,4000,,,a1KR0000004y1e9MAA
DEFAULT,,true,true,,a1BR0000005Wmw5MAC,,,,,,,,0,10111,,,,,,,,false,false,false,10111,,,a1KR0000004y1eAMAQ
DEFAULT,,true,true,,a1BR0000005Wmw6MAC,,,,,,,,0,6000,,,,,,,,false,false,false,6000,,,a1KR0000004y1eBMAQ
DEFAULT,,true,true,,a1BR0000005Wmw7MAC,,,,,,,,0,4000,,,,,,,,false,false,false,4000,,,a1KR0000004y1eCMAQ
DEFAULT,,true,true,,a1BR0000005Wmw8MAC,,,,,,,,0,10111,,,,,,,,false,false,false,10111,,,a1KR0000004y1eDMAQ
DEFAULT,,true,true,,a1BR0000005Wmw9MAC,,,,,,,,0,6000,,,,,,,,false,false,false,6000,,,a1KR0000004y1eEMAQ
DEFAULT,,true,true,,a1BR0000005WmwAMAS,,,,,,,,0,100,,,,,,a22R0000001k1DGIAY,,false,false,false,100,,,a1KR0000004y1eFMAQ
DEFAULT,,true,true,,a1BR0000005WmwBMAS,,,,,,,,0,200,,,,,,a22R0000001k1DHIAY,,false,false,false,200,,,a1KR0000004y1eGMAQ
DEFAULT,,true,true,,a1BR0000005WmwCMAS,,,,,,,,0,25,,,,,a1rR0000000znyLIAQ,,,false,false,false,25,,,a1KR0000004y1eHMAQ
DEFAULT,,true,true,,a1BR0000005WmwDMAS,,,,,,,,0,25,,,,,a1rR0000000znyMIAQ,,,false,false,false,25,,,a1KR0000004y1eIMAQ
DEFAULT,,true,true,,a1BR0000005WmwfMAC,,,,,,,,0,0,,,,,a1rR0000000znyNIAQ,,,false,false,false,0,,,a1KR0000004y1eJMAQ
DEFAULT,,true,true,,a1BR0000005WmwgMAC,,,,,,,,0,0,,,,,a1rR0000000znyOIAQ,,,false,false,false,0,,,a1KR0000004y1eKMAQ
DEFAULT,,true,true,,a1BR0000005WmwhMAC,,,,,,,,0,25,,,,,a1rR0000000znyPIAQ,,,false,false,false,25,,,a1KR0000004y1eLMAQ
DEFAULT,,true,true,,a1BR0000005WmwiMAC,,,,,,,,0,0,,,,,a1rR0000000znyQIAQ,,,false,false,false,0,,,a1KR0000004y1eMMAQ
DEFAULT,,true,true,,a1BR0000005WmwjMAC,,,,,,,,0,0,,,,,a1rR0000000znyRIAQ,,,false,false,false,0,,,a1KR0000004y1eNMAQ
DEFAULT,,true,true,,a1BR0000005WmwkMAC,,,,,,,,0,0,,,,,a1rR0000000znySIAQ,,,false,false,false,0,,,a1KR0000004y1eOMAQ
DEFAULT,,true,true,,a1BR0000005WmwlMAC,,,,,,,,0,0,,,,,a1rR0000000znyTIAQ,,,false,false,false,0,,,a1KR0000004y1ePMAQ
DEFAULT,,true,true,,a1BR0000005WmwmMAC,,,,,,,,0,4000,,,,,,,,false,false,false,4000,,,a1KR0000004y1eQMAQ
DEFAULT,,true,true,,a1BR0000005WmwnMAC,,,,,,,,0,10111,,,,,,,,false,false,false,10111,,,a1KR0000004y1eRMAQ
DEFAULT,,true,true,,a1BR0000005WmwoMAC,,,,,,,,0,6000,,,,,,,,false,false,false,6000,,,a1KR0000004y1eSMAQ
DEFAULT,,true,true,,a1BR0000005Wmx9MAC,,,,,,,,0,100,,,,,,a22R0000001k1DIIAY,,false,false,false,100,,,a1KR0000004y1eTMAQ
DEFAULT,,true,true,,a1BR0000005WmxAMAS,,,,,,,,0,200,,,,,,a22R0000001k1DJIAY,,false,false,false,200,,,a1KR0000004y1eUMAQ
Member VIP Registration,,true,false,,a1BR0000005WmxAMAS,,,,,,,,0,150,a0k4W00000CpmSEQAZ,,,,,a22R0000001k1DJIAY,,false,false,false,150,,,a1KR0000004y1eVMAQ
DEFAULT,,true,true,,a1BR0000005WmxBMAS,,,,,,,,0,25,,,,,a1rR0000000znyUIAQ,,,false,false,false,25,,,a1KR0000004y1eWMAQ
DEFAULT,,true,true,,a1BR0000005WmxCMAS,,,,,,,,0,25,,,,,a1rR0000000znyVIAQ,,,false,false,false,25,,,a1KR0000004y1eXMAQ
DEFAULT,,true,true,,a1BR0000005WmxDMAS,,,,,,,,0,0,,,,,a1rR0000000znyWIAQ,,,false,false,false,0,,,a1KR0000004y1eYMAQ
DEFAULT,,true,true,,a1BR0000005WmxEMAS,,,,,,,,0,0,,,,,a1rR0000000znyXIAQ,,,false,false,false,0,,,a1KR0000004y1eZMAQ
DEFAULT,,true,true,,a1BR0000005WmxFMAS,,,,,,,,0,25,,,,,a1rR0000000znyYIAQ,,,false,false,false,25,,,a1KR0000004y1eaMAA
DEFAULT,,true,true,,a1BR0000005WmxGMAS,,,,,,,,0,0,,,,,a1rR0000000znyZIAQ,,,false,false,false,0,,,a1KR0000004y1ebMAA
DEFAULT,,true,true,,a1BR0000005WmxHMAS,,,,,,,,0,0,,,,,a1rR0000000znyaIAA,,,false,false,false,0,,,a1KR0000004y1ecMAA
DEFAULT,,true,true,,a1BR0000005WmxcMAC,,,,,,,,0,0,,,,,a1rR0000000znybIAA,,,false,false,false,0,,,a1KR0000004y1edMAA
DEFAULT,,true,true,,a1BR0000005WmxdMAC,,,,,,,,0,0,,,,,a1rR0000000znycIAA,,,false,false,false,0,,,a1KR0000004y1eeMAA
DEFAULT,,true,true,,a1BR0000005WmxeMAC,,,,,,,,0,4000,,,,,,,,false,false,false,4000,,,a1KR0000004y1efMAA
