Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,CreatedDate,LastModifiedDate,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,IsPartner,IsCustomerPortal,ChannelProgramName,ChannelProgramLevelName,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,OrderApi__Account_Email__c,OrderApi__Annual_Engagement_Score__c,OrderApi__Disable_Badge_Flow_down__c,OrderApi__Lifetime_Engagement_Score__c,OrderApi__Outstanding_Credits__c,OrderApi__Price_Rules_Usages__c,OrderApi__Primary_Contact__c,CPBase__Restrict_Assignment_Visibility__c,DonorApi__Accepts_Unsolicited_Proposals__c,DonorApi__Active_Recurring_Gift__c,DonorApi__Annual_Giving_Total__c,DonorApi__Auto_Calculate_Household_Greetings__c,DonorApi__Classification__c,DonorApi__Do_Not_Solicit__c,DonorApi__First_Gift_Date__c,DonorApi__Funding_Cycle__c,DonorApi__Gift_Opportunities__c,DonorApi__Gifts_Outstanding__c,DonorApi__Gifts_Received__c,DonorApi__Gifts_Value__c,DonorApi__Gives_Anonymously__c,DonorApi__Has_Open_Gift_Opportunity__c,DonorApi__Household_Default_Greeting_Type__c,DonorApi__Household_Default_Greeting__c,DonorApi__Household_Email__c,DonorApi__Household_Formal_Greeting__c,DonorApi__Household_Informal_Greeting__c,DonorApi__Largest_Gift__c,DonorApi__Last_Gift_Amount__c,DonorApi__Last_Gift_Date__c,DonorApi__Matches_Employee_Giving__c,DonorApi__Next_Funding_Cycle_Month__c,DonorApi__Num_Open_Gift_Opportunities__c,DonorApi__Organizational_Recognition_Name__c,DonorApi__Primary_Relationship_Manager__c,OrderApi__Restrict_Assignment_Visibility__c,OrderApi__Privacy_Settings__c,BillingStateCode,BillingCountryCode,ShippingStateCode,ShippingCountryCode,GDO_Data_Type__c,DirectoryApi__Directory_Opt_Out__c,Facebook_Account_Name__c,Membership_Types__c,GDO_Directory_Image__c,GDO_Data_Region__c,Member_Since__c,Membership_Type__c,Budget_Cycle__c,MasterRecord.Id,Parent.Id,OrderApi__Primary_Contact__r.Id,DonorApi__Primary_Relationship_Manager__r.Id
0014W000021fm0gQAA,false,,Test User Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021fm0gQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,false,,,,,,,testuser@mailinator.com,,false,,,,0034W00002AU8TkQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8TkQAL,
0014W000021fm0hQAA,false,,Washington Testing1121 Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021fm0hQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,false,,,,,,,fontevatesting1121@mailinator.com,,false,,,,0034W00002AU8TlQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8TlQAL,
0014W000021fm0iQAA,false,,arlington Testing730 Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021fm0iQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,false,,,,,,,testarelington730@mailinator.com,,false,,,,0034W00002AU8TmQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8TmQAL,
0014W000021fm0jQAA,false,,jihh fhfhg Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021fm0jQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,false,,,,,,,,,false,,,,0034W00002AU8ToQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8ToQAL,
0014W000021fm0kQAA,false,,Diego Test1223 Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021fm0kQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,false,,,,,,,diegotest1223@mailinator.com,,false,,,,0034W00002AU8TqQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8TqQAL,
0014W000021fm0lQAA,false,,Himali Shah Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021fm0lQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,false,,,,,,,hshah+testing@fusionspan.com,,false,,,,0034W00002AU8TsQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8TsQAL,
0014W000021fm0mQAA,false,,HIma Shah Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021fm0mQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,false,,,,,,,hshah+testingddd@fusionspan.com,,false,,,,0034W00002AU8TtQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8TtQAL,
0014W000021fm0nQAA,false,,Sammy David Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021fm0nQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,false,,,,,,,sdavid@mailinator.com,,false,,,,0034W00002AU8TvQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8TvQAL,
0014W000021fm0oQAA,false,,Briawna Binion Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021fm0oQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,false,,,,,,,bbinio2@illinois.edu,,false,,,,0034W00002AU8TwQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8TwQAL,
0014W000021fm0pQAA,false,,Lovelee Lawanda kirk Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021fm0pQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,false,,,,,,,mzkirk2u@gmail.com,,false,,,,0034W00002AU8TxQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8TxQAL,
0014W000021fm0qQAA,false,,Gessika Johnson Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021fm0qQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,false,,,,,,,gthurma23@gmail.com,,false,,,,0034W00002AU8TyQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8TyQAL,
0014W000021flzaQAA,false,,Jenifer Alonzo Household,Non-Member,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0014W000021flzaQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,jalonzo@fionta.com,,false,,,"{""a1C3s000003oNf7EAE"":1,""a1C3s000003oNf0EAE"":1,""a1C6A000001x2Y3UAI"":1,""a1C6A000001CbbmUAC"":1,""a1C3s000003oNf6EAE"":1}",0034W00002AU8SAQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,,,,,,false,,,,,,,,,,0034W00002AU8SAQA1,
0014W000021flzcQAA,false,,"EUT-XYZ, Inc. 0",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzcQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SFQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SFQA1,
0014W000021flzdQAA,false,,"EUT-XYZ, Inc. 1",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzdQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SHQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SHQA1,
0014W000021flzeQAA,false,,"EUT-XYZ, Inc. 2",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzeQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,,0034W00002AU8SJQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SJQA1,
0014W000021flzfQAA,false,,"EUT-XYZ, Inc. 3",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzfQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SLQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SLQA1,
0014W000021flzgQAA,false,,"EUT-XYZ, Inc. 4",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzgQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SNQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SNQA1,
0014W000021flzhQAA,false,,"EUT-XYZ, Inc. 5",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzhQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SPQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SPQA1,
0014W000021flziQAA,false,,"EUT-XYZ, Inc. 6",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flziQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SRQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SRQA1,
0014W000021flzjQAA,false,,"EUT-XYZ, Inc. 7",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzjQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8STQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8STQA1,
0014W000021flzkQAA,false,,"EUT-XYZ, Inc. 8",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzkQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SVQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SVQA1,
0014W000021flzlQAA,false,,"EUT-XYZ, Inc. 9",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzlQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SXQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SXQA1,
0014W000021flzmQAA,false,,"EUT-XYZ, Inc. 10",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzmQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SZQA1,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SZQA1,
0014W000021flznQAA,false,,"EUT-XYZ, Inc. 11",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flznQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SbQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SbQAL,
0014W000021flzoQAA,false,,"EUT-XYZ, Inc. 12",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzoQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SdQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SdQAL,
0014W000021flzpQAA,false,,"EUT-XYZ, Inc. 13",Non-Member,,4420 Fairfax Dr.,Arlington,Virginia,,United States,38.881797,-77.114492,Address,4420 Fairfax Dr.,Arlington,Virginia,,United States,,,,55512345670,,,,/services/images/photo/0014W000021flzpQAA,,,,,,,,,,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,,false,true,,,,,,,,,false,,,"{""a1C6A000001xEPeUAM"":1,""a1C6A000001Bn4wUAC"":1}",0034W00002AU8SfQAL,false,false,false,,false,,false,,,,,,0,false,false,Household Informal Greeting,,,,,,,,false,,,,,false,private,VA,US,VA,US,,false,,,,,,,,,,0034W00002AU8SfQAL,
