Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Account__c,OrderApi__Assignment__c,OrderApi__Awarded_Date__c,OrderApi__Badge_Description__c,OrderApi__Badge_Type_Icon__c,OrderApi__Badge_Type__c,OrderApi__Badge_Workflow__c,OrderApi__Contact__c,OrderApi__Engagement_Score__c,OrderApi__Expired_Date__c,OrderApi__Is_Active__c,OrderApi__Item__c,OrderApi__Sales_Order_Line__c,OrderApi__Term__c,OrderApi__Account__r.External_Id__c,OrderApi__Assignment__r.External_Id__c,OrderApi__Badge_Type__r.Id,OrderApi__Badge_Workflow__r.External_Id__c,OrderApi__Contact__r.External_Id__c,OrderApi__Item__r.External_Id__c,OrderApi__Sales_Order_Line__r.External_Id__c,OrderApi__Term__r.External_Id__c
a0m4W00000YpEvgQAF,false,00000418,11,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,0014W000021fm18QAA,,2017-09-25,Awarded to all association event sponsors.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Sponsor Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEvg"" target=""_tab"">FON-Sponsor Badge</a>",a0k4W00000CpmSHQAZ,a0l4W00000GEt9LQAT,,50,,true,a154W000008mjqcQAA,,,81,,a0k4W00000CpmSHQAZ,18,,508,,
a0m4W00000YpEsIQAV,false,00000397,12,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsI"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000CpmSGQAZ,a0l4W00000GEt9eQAD,0034W00002AU8ViQAL,25,,true,,,,,,a0k4W00000CpmSGQAZ,37,294,,,
a0m4W00000YpEvcQAF,false,00000398,13,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,0014W000021fm16QAA,,2017-09-25,Awarded to all association event sponsors.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Sponsor Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEvc"" target=""_tab"">FON-Sponsor Badge</a>",a0k4W00000CpmSHQAZ,a0l4W00000GEt9LQAT,,50,,true,a154W000008mjqcQAA,,,85,,a0k4W00000CpmSHQAZ,18,,508,,
a0m4W00000YpEsJQAV,false,00000399,14,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2015-09-18,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsJ"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000CpmSEQAZ,a0l4W00000GEt9SQAT,0034W00002AU8UcQAL,100,,true,a154W000008mjpLQAQ,,,,,a0k4W00000CpmSEQAZ,25,297,546,,
a0m4W00000YpEsKQAV,false,00000400,15,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsK"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000CpmSGQAZ,a0l4W00000GEt9dQAD,0034W00002AU8UmQAL,25,,true,,,,,,a0k4W00000CpmSGQAZ,36,31,,,
a0m4W00000YpEsLQAV,false,00000401,16,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2015-10-06,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsL"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000CpmSEQAZ,a0l4W00000GEt9UQAT,0034W00002AU8VxQAL,100,,true,a154W000008mjpSQAQ,,,,,a0k4W00000CpmSEQAZ,27,9,514,,
a0m4W00000YpEsMQAV,false,00000402,17,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2016-03-09,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsM"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000CpmSEQAZ,a0l4W00000GEt9RQAT,0034W00002AU8VTQA1,100,,true,a154W000008mjp9QAA,,,,,a0k4W00000CpmSEQAZ,24,233,545,,
a0m4W00000YpEvdQAF,false,00000403,18,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,0014W000021fm1CQAQ,,2017-09-25,Awarded to all association event sponsors.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Sponsor Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEvd"" target=""_tab"">FON-Sponsor Badge</a>",a0k4W00000CpmSHQAZ,a0l4W00000GEt9MQAT,,50,,true,a154W000008mjqbQAA,,,74,,a0k4W00000CpmSHQAZ,19,,509,,
a0m4W00000YpEveQAF,false,00000404,19,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,0014W000021fm1BQAQ,,2017-09-25,Awarded to all association event sponsors.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Sponsor Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEve"" target=""_tab"">FON-Sponsor Badge</a>",a0k4W00000CpmSHQAZ,a0l4W00000GEt9MQAT,,50,,true,a154W000008mjqbQAA,,,75,,a0k4W00000CpmSHQAZ,19,,509,,
a0m4W00000YpEsNQAV,false,00000405,20,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsN"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000CpmSGQAZ,a0l4W00000GEt9dQAD,0034W00002AU8VZQA1,25,,true,,,,,,a0k4W00000CpmSGQAZ,36,267,,,
a0m4W00000YpEsOQAV,false,00000406,21,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsO"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000CpmSGQAZ,a0l4W00000GEt9eQAD,0034W00002AU8T8QAL,25,,true,,,,,,a0k4W00000CpmSGQAZ,37,139,,,
a0m4W00000YpEsPQAV,false,00000407,22,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2014-02-23,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsP"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000CpmSEQAZ,a0l4W00000GEt9SQAT,0034W00002AU8V1QAL,100,2017-09-24,false,a154W000008mjpLQAQ,,,,,a0k4W00000CpmSEQAZ,25,93,546,,
a0m4W00000YpEsQQAV,false,00000408,23,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2014-05-02,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsQ"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000CpmSEQAZ,a0l4W00000GEt9RQAT,0034W00002AU8VPQA1,100,2017-09-24,false,a154W000008mjp9QAA,,,,,a0k4W00000CpmSEQAZ,24,228,545,,
a0m4W00000YpEsRQAV,false,00000409,24,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsR"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000CpmSGQAZ,a0l4W00000GEt9dQAD,0034W00002AU8VQQA1,25,,true,,,,,,a0k4W00000CpmSGQAZ,36,229,,,
a0m4W00000YpEsSQAV,false,00000410,25,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsS"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000CpmSGQAZ,a0l4W00000GEt9dQAD,0034W00002AU8VuQAL,25,,true,,,,,,a0k4W00000CpmSGQAZ,36,6,,,
a0m4W00000YpEsTQAV,false,00000411,26,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2016-06-13,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsT"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000CpmSEQAZ,a0l4W00000GEt9RQAT,0034W00002AU8UuQAL,100,,true,a154W000008mjp9QAA,,,,,a0k4W00000CpmSEQAZ,24,86,545,,
a0m4W00000YpEsUQAV,false,00000412,27,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2016-03-03,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsU"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000CpmSEQAZ,a0l4W00000GEt9SQAT,0034W00002AU8UkQAL,100,2017-09-24,false,a154W000008mjpLQAQ,,,,,a0k4W00000CpmSEQAZ,25,29,546,,
a0m4W00000YpEsVQAV,false,00000413,28,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsV"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000CpmSGQAZ,a0l4W00000GEt9eQAD,0034W00002AU8UTQA1,25,,true,,,,,,a0k4W00000CpmSGQAZ,37,277,,,
a0m4W00000YpEsWQAV,false,00000414,29,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2014-10-04,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsW"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000CpmSEQAZ,a0l4W00000GEt9SQAT,0034W00002AU8VtQAL,100,2017-09-24,false,a154W000008mjpLQAQ,,,,,a0k4W00000CpmSEQAZ,25,5,546,,
a0m4W00000YpEvfQAF,false,00000415,30,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,0014W000021flzUQAQ,,2017-09-25,Awarded to all association event sponsors.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Sponsor Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEvf"" target=""_tab"">FON-Sponsor Badge</a>",a0k4W00000CpmSHQAZ,a0l4W00000GEt9MQAT,,50,,true,a154W000008mjqbQAA,,,80,,a0k4W00000CpmSHQAZ,19,,509,,
a0m4W00000YpEsXQAV,false,00000416,31,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsX"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000CpmSGQAZ,a0l4W00000GEt9dQAD,0034W00002AU8VdQAL,25,,true,,,,,,a0k4W00000CpmSGQAZ,36,289,,,
a0m4W00000YpEsYQAV,false,00000417,32,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2016-04-30,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsY"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000CpmSEQAZ,a0l4W00000GEt9SQAT,0034W00002AU8V2QAL,100,,true,a154W000008mjpLQAQ,,,,,a0k4W00000CpmSEQAZ,25,94,546,,
a0m4W00000YpEsZQAV,false,00000419,33,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsZ"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000CpmSGQAZ,a0l4W00000GEt9eQAD,0034W00002AU8VKQA1,25,,true,,,,,,a0k4W00000CpmSGQAZ,37,180,,,
a0m4W00000YpEsaQAF,false,00000420,34,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2015-01-25,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsa"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000CpmSEQAZ,a0l4W00000GEt9RQAT,0034W00002AU8VFQA1,100,2017-09-24,false,a154W000008mjp9QAA,,,,,a0k4W00000CpmSEQAZ,24,140,545,,
a0m4W00000YpEsbQAF,false,00000421,35,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2017-09-25,Awarded to all attendees of our annual conference.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Annual Conference Attendee Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsb"" target=""_tab"">FON-Annual Conference Attendee Badge</a>",a0k4W00000CpmSGQAZ,a0l4W00000GEt9eQAD,0034W00002AU8VzQAL,25,,true,,,,,,a0k4W00000CpmSGQAZ,37,11,,,
a0m4W00000YpEvhQAF,false,00000422,36,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,0014W000021fm1AQAQ,,2017-09-25,Awarded to all association event sponsors.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Sponsor Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEvh"" target=""_tab"">FON-Sponsor Badge</a>",a0k4W00000CpmSHQAZ,a0l4W00000GEt9MQAT,,50,,true,a154W000008mjqbQAA,,,76,,a0k4W00000CpmSHQAZ,19,,509,,
a0m4W00000YpEscQAF,false,00000423,37,2020-08-28T02:16:22.000+0000,2020-09-24T07:29:27.000+0000,2020-09-24T07:29:27.000+0000,,,2014-10-21,Awarded to all individual members of the association.,"<img src=""https://res.cloudinary.com/fonteva-inc/image/upload/v1402119417/default-badge-icon-small_iz1fox.png"" alt=""FON-Individual Member Badge"" style=""height:12px; width:12px;"" border=""0""/> <a href=""https://gco12gej.my.salesforce.com/a0m4W00000YpEsc"" target=""_tab"">FON-Individual Member Badge</a>",a0k4W00000CpmSEQAZ,a0l4W00000GEt9SQAT,0034W00002AU8VdQAL,100,2017-09-24,false,a154W000008mjpLQAQ,,,,,a0k4W00000CpmSEQAZ,25,289,546,,
