Id,IsDeleted,Name,CreatedDate,LastModifiedDate,SystemModstamp,OrderApi__Current_Num_Available__c,OrderApi__End_Date__c,OrderApi__Is_Active__c,OrderApi__Is_Default__c,OrderApi__Item_Class__c,OrderApi__Item__c,OrderApi__Limit_Per_Account__c,OrderApi__Limit_Per_Contact__c,OrderApi__Max_Assignments__c,OrderApi__Max_Num_Available__c,OrderApi__Max_Quantity__c,OrderApi__Min_Assignments__c,OrderApi__Min_Quantity__c,OrderApi__Num_Times_Used__c,OrderApi__Price__c,OrderApi__Required_Badge_Types__c,OrderApi__Required_Source_Codes__c,OrderApi__Required_Subscription_Plans__c,OrderApi__Start_Date__c,EventApi__Schedule_Item__c,EventApi__Ticket_Type__c,PriceApi__Bulk_Price_Rule__c,EventApi__Is_Early_Bird_Price__c,EventApi__Is_On_Site_Price__c,OrderApi__Is_Promotional_Price__c,OrderApi__Tax_Inclusive_Price__c,OrderApi__Additional_Currencies_JSON__c,OrderApi__Item_Class__r.Name,OrderApi__Item__r.Id,EventApi__Schedule_Item__r.Name,EventApi__Ticket_Type__r.Id,PriceApi__Bulk_Price_Rule__r.Name
a1C4W000006w74FUAQ,false,Member VIP Registration,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,false,,a154W000008mjpjQAA,,,,,,,,0,150,a0k4W00000CpmSEQAZ,,,,,a1j4W00000RiPlsQAF,,false,false,false,150,,,a154W000008mjpjQAA,,a1j4W00000RiPlsQAF,
a1C4W000006w74qUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjsqQAA,,,,,,,,0,4000,,,,,,,,false,false,false,4000,,,a154W000008mjsqQAA,,,
a1C4W000006w74rUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjsrQAA,,,,,,,,0,10000,,,,,,,,false,false,false,10000,,,a154W000008mjsrQAA,,,
a1C4W000006w73OUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjpXQAQ,,,,,,,,5,25,,,,,a1d4W00000ivfbWQAQ,,,false,false,false,25,,,a154W000008mjpXQAQ,Advanced Discussion,,
a1C4W000006w73TUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjpcQAA,,,,,,,,1,25,,,,,a1d4W00000ivfbXQAQ,,,false,false,false,25,,,a154W000008mjpcQAA,Beginner Workshop,,
a1C4W000006w74sUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjstQAA,,,,,,,,0,0,,,,,a1d4W00000ivfbYQAQ,,,false,false,false,0,,,a154W000008mjstQAA,Conferece Check In,,
a1C4W000006w73PUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjpaQAA,,,,,,,,6,0,,,,,a1d4W00000ivfbZQAQ,,,false,false,false,0,,,a154W000008mjpaQAA,Keynote Speech,,
a1C4W000006w73QUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjpbQAA,,,,,,,,5,25,,,,,a1d4W00000ivfbaQAA,,,false,false,false,25,,,a154W000008mjpbQAA,Leadership Workshop,,
a1C4W000006w74tUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjsuQAA,,,,,,,,0,0,,,,,a1d4W00000ivfbbQAA,,,false,false,false,0,,,a154W000008mjsuQAA,Luncheon,,
a1C4W000006w73RUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjpYQAQ,,,,,,,,6,0,,,,,a1d4W00000ivfbcQAA,,,false,false,false,0,,,a154W000008mjpYQAQ,Round Table Discussion I,,
a1C4W000006w73SUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjpZQAQ,,,,,,,,5,0,,,,,a1d4W00000ivfbdQAA,,,false,false,false,0,,,a154W000008mjpZQAQ,Round Table Discussion II,,
a1C4W000006w74uUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjsvQAA,,,,,,,,0,0,,,,,a1d4W00000ivfbeQAA,,,false,false,false,0,,,a154W000008mjsvQAA,Welcome Breakfast,,
a1C4W000006w74vUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjssQAA,,,,,,,,0,6000,,,,,,,,false,false,false,6000,,,a154W000008mjssQAA,,,
a1C4W000006w7ClUAI,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-09-14T11:59:18.000+0000,2020-09-14T11:59:18.000+0000,,,true,true,,a154W000008mjtPQAQ,,,,,,,,0,0,,,,,a1d4W00000ivfc0QAA,,,false,false,false,0,,,a154W000008mjtPQAQ,Meet Mac Anderson,,
a1C4W000006w73xUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjqvQAA,,,,,,,,1,1500,,,,,,,,false,false,false,1500,,,a154W000008mjqvQAA,,,
a1C4W000006w73qUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjp3QAA,,,,,,,,2,200,,,,,,a1j4W00000RiPmEQAV,,false,false,false,200,,,a154W000008mjp3QAA,,a1j4W00000RiPmEQAV,
a1C4W000006w7CmUAI,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjqxQAA,,,,,,,,1,100,,,,,,a1j4W00000RiPmFQAV,,false,false,false,100,,,a154W000008mjqxQAA,,a1j4W00000RiPmFQAV,
a1C4W000006w7CnUAI,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjuEQAQ,,,,,,,,0,0,,,,,a1d4W00000ivfcAQAQ,,,false,false,false,0,,,a154W000008mjuEQAQ,Conferece Check In,,
a1C4W000006w73sUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjp5QAA,,,,,,,,3,0,,,,,a1d4W00000ivfcBQAQ,,,false,false,false,0,,,a154W000008mjp5QAA,Keynote Speech,,
a1C4W000006w7CoUAI,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjuFQAQ,,,,,,,,0,0,,,,,a1d4W00000ivfcCQAQ,,,false,false,false,0,,,a154W000008mjuFQAQ,Welcome Breakfast,,
a1C4W000006w73uUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjp8QAA,,,,,,,,3,0,,,,,a1d4W00000ivfcDQAQ,,,false,false,false,0,,,a154W000008mjp8QAA,Round Table Discussion I,,
a1C4W000006w73tUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjp4QAA,,,,,,,,3,25,,,,,a1d4W00000ivfcEQAQ,,,false,false,false,25,,,a154W000008mjp4QAA,Leadership Workshop,,
a1C4W000006w7CpUAI,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjuGQAQ,,,,,,,,0,25,,,,,a1d4W00000ivfcFQAQ,,,false,false,false,25,,,a154W000008mjuGQAQ,Beginner Workshop,,
a1C4W000006w73rUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjp6QAA,,,,,,,,3,25,,,,,a1d4W00000ivfcGQAQ,,,false,false,false,25,,,a154W000008mjp6QAA,Advanced Discussion,,
a1C4W000006w7CqUAI,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjuHQAQ,,,,,,,,0,0,,,,,a1d4W00000ivfcHQAQ,,,false,false,false,0,,,a154W000008mjuHQAQ,Luncheon,,
a1C4W000006w73vUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjp7QAA,,,,,,,,3,0,,,,,a1d4W00000ivfcIQAQ,,,false,false,false,0,,,a154W000008mjp7QAA,Round Table Discussion II,,
a1C4W000006w7CrUAI,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjuIQAQ,,,,,,,,0,4000,,,,,,,,false,false,false,4000,,,a154W000008mjuIQAQ,,,
a1C4W000006w7CsUAI,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjuJQAQ,,,,,,,,0,6000,,,,,,,,false,false,false,6000,,,a154W000008mjuJQAQ,,,
a1C4W000006w7CtUAI,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjuKQAQ,,,,,,,,0,10000,,,,,,,,false,false,false,10000,,,a154W000008mjuKQAQ,,,
a1C4W000006w73pUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-09-16T04:34:10.000+0000,2020-09-16T04:34:10.000+0000,,,true,true,,a154W000008mjplQAA,,,,,,,,2,5000,,,,,,,,false,false,false,5000,,,a154W000008mjplQAA,,,
a1C4W000006w74wUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-09-14T11:59:18.000+0000,2020-09-14T11:59:18.000+0000,,,true,true,,a154W000008mjswQAA,,,,,,,,0,120,,,,,,a1j4W00000RiPm1QAF,,false,false,false,120,,,a154W000008mjswQAA,,a1j4W00000RiPm1QAF,
a1C4W000006w74xUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjsxQAA,,,,,,,,0,10,,,,,a1d4W00000ivfbfQAA,,,false,false,false,10,,,a154W000008mjsxQAA,Session 1,,
a1C4W000006w74yUAA,false,Member Price,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,false,,a154W000008mjswQAA,,,,,,,,0,100,a0k4W00000CpmSEQAZ,,,,,a1j4W00000RiPm1QAF,,false,false,false,100,,,a154W000008mjswQAA,,a1j4W00000RiPm1QAF,
a1C4W000006w74zUAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjsyQAA,,,,,,,,0,100,,,,,,a1j4W00000RiPm2QAF,,false,false,false,100,,,a154W000008mjsyQAA,,a1j4W00000RiPm2QAF,
a1C4W000006w750UAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjszQAA,,,,,,,,0,200,,,,,,a1j4W00000RiPm3QAF,,false,false,false,200,,,a154W000008mjszQAA,,a1j4W00000RiPm3QAF,
a1C4W000006w751UAA,false,Member VIP Registration,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,false,,a154W000008mjszQAA,,,,,,,,0,150,a0k4W00000CpmSEQAZ,,,,,a1j4W00000RiPm3QAF,,false,false,false,150,,,a154W000008mjszQAA,,a1j4W00000RiPm3QAF,
a1C4W000006w752UAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjt0QAA,,,,,,,,0,25,,,,,a1d4W00000ivfbgQAA,,,false,false,false,25,,,a154W000008mjt0QAA,Advanced Discussion,,
a1C4W000006w753UAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjt1QAA,,,,,,,,0,25,,,,,a1d4W00000ivfbhQAA,,,false,false,false,25,,,a154W000008mjt1QAA,Beginner Workshop,,
a1C4W000006w754UAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjt2QAA,,,,,,,,0,0,,,,,a1d4W00000ivfbiQAA,,,false,false,false,0,,,a154W000008mjt2QAA,Conferece Check In,,
a1C4W000006w755UAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjt3QAA,,,,,,,,0,0,,,,,a1d4W00000ivfbjQAA,,,false,false,false,0,,,a154W000008mjt3QAA,Keynote Speech,,
a1C4W000006w75AUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjt8QAA,,,,,,,,0,0,,,,,a1d4W00000ivfboQAA,,,false,false,false,0,,,a154W000008mjt8QAA,Welcome Breakfast,,
a1C4W000006w75BUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjt9QAA,,,,,,,,0,4000,,,,,,,,false,false,false,4000,,,a154W000008mjt9QAA,,,
a1C4W000006w75CUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjtAQAQ,,,,,,,,0,10000,,,,,,,,false,false,false,10000,,,a154W000008mjtAQAQ,,,
a1C4W000006w75DUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjtBQAQ,,,,,,,,0,6000,,,,,,,,false,false,false,6000,,,a154W000008mjtBQAQ,,,
a1C4W000006w73fUAA,false,Nationa - State Chapter Membership,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,false,,a154W000008mjpGQAQ,,,,,,,,4,40,a0k4W00000CpmSEQAZ,,,,,,,false,false,false,40,,,a154W000008mjpGQAQ,,,
a1C4W000006w73yUAA,false,member price,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,false,,a154W000008mjpIQAQ,,,,,,,,1,23,a0k4W00000CpmSEQAZ,a1N4W000008fTojUAE,,,,,,false,false,false,23,,,a154W000008mjpIQAQ,,,
a1C4W000006w75EUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-09-14T11:59:18.000+0000,2020-09-14T11:59:18.000+0000,,,true,true,,a154W000008mjlUQAQ,,,,,,,,0,200,,,,,,a1j4W00000RiPlEQAV,,false,false,false,200,,,a154W000008mjlUQAQ,,a1j4W00000RiPlEQAV,
a1C4W000006w75FUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-09-14T11:59:18.000+0000,2020-09-14T11:59:18.000+0000,,,true,true,,a154W000008mjlVQAQ,,,,,,,,0,100,,,,,,a1j4W00000RiPlFQAV,,false,false,false,100,,,a154W000008mjlVQAQ,,a1j4W00000RiPlFQAV,
a1C4W000006w75GUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjlWQAQ,,,,,,,,0,0,,,,,a1d4W00000ivfZNQAY,,,false,false,false,0,,,a154W000008mjlWQAQ,Conference Check-In,,
a1C4W000006w75HUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjlXQAQ,,,,,,,,0,0,,,,,a1d4W00000ivfZOQAY,,,false,false,false,0,,,a154W000008mjlXQAQ,Welcome Breakfast,,
a1C4W000006w75IUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjlYQAQ,,,,,,,,0,0,,,,,a1d4W00000ivfZPQAY,,,false,false,false,0,,,a154W000008mjlYQAQ,Keynote Speech,,
a1C4W000006w75JUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjlZQAQ,,,,,,,,0,0,,,,,a1d4W00000ivfZQQAY,,,false,false,false,0,,,a154W000008mjlZQAQ,Round Table Discussion I,,
a1C4W000006w75KUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjlaQAA,,,,,,,,0,25,,,,,a1d4W00000ivfZRQAY,,,false,false,false,25,,,a154W000008mjlaQAA,Leadership Workshop,,
a1C4W000006w75LUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjlbQAA,,,,,,,,0,25,,,,,a1d4W00000ivfZSQAY,,,false,false,false,25,,,a154W000008mjlbQAA,Beginner Workshop,,
a1C4W000006w75MUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjlcQAA,,,,,,,,0,25,,,,,a1d4W00000ivfZTQAY,,,false,false,false,25,,,a154W000008mjlcQAA,Advanced Discussion,,
a1C4W000006w75NUAQ,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjldQAA,,,,,,,,0,0,,,,,a1d4W00000ivfZUQAY,,,false,false,false,0,,,a154W000008mjldQAA,Luncheon,,
a1C4W000006w756UAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjt4QAA,,,,,,,,0,25,,,,,a1d4W00000ivfbkQAA,,,false,false,false,25,,,a154W000008mjt4QAA,Leadership Workshop,,
a1C4W000006w757UAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjt5QAA,,,,,,,,0,0,,,,,a1d4W00000ivfblQAA,,,false,false,false,0,,,a154W000008mjt5QAA,Luncheon,,
a1C4W000006w758UAA,false,DEFAULT,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,2020-08-28T02:16:22.000+0000,,,true,true,,a154W000008mjt6QAA,,,,,,,,0,0,,,,,a1d4W00000ivfbmQAA,,,false,false,false,0,,,a154W000008mjt6QAA,Round Table Discussion I,,
