Id,IsDeleted,Name,External_Id__c,CreatedDate,LastModifiedDate,SystemModstamp,EventApi__Section__c,EventApi__Is_Assigned__c,EventApi__Seat_Number__c,EventApi__Section__r.External_Id__c
a284W00000MsuIVQAZ,false,SEAT-00000127,93,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZOUA4,false,2,15
a284W00000MsuIWQAZ,false,SEAT-00000128,94,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZOUA4,false,3,15
a284W00000MsuIXQAZ,false,SEAT-00000129,95,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZOUA4,false,4,15
a284W00000MsuIYQAZ,false,SEAT-00000130,96,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZOUA4,false,5,15
a284W00000MsuIvQAJ,false,SEAT-00000162,97,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,21,13
a284W00000MsuIZQAZ,false,SEAT-00000131,98,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZOUA4,false,6,15
a284W00000MsuIaQAJ,false,SEAT-00000132,99,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZOUA4,false,7,15
a284W00000MsuIbQAJ,false,SEAT-00000133,100,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZOUA4,false,8,15
a284W00000MsuIcQAJ,false,SEAT-00000134,101,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZPUA4,false,1,16
a284W00000MsuIdQAJ,false,SEAT-00000135,102,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZPUA4,false,2,16
a284W00000MsuIeQAJ,false,SEAT-00000136,103,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZPUA4,false,3,16
a284W00000MsuIfQAJ,false,SEAT-00000137,104,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZPUA4,false,4,16
a284W00000MsuIgQAJ,false,SEAT-00000138,105,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZPUA4,false,5,16
a284W00000MsuIhQAJ,false,SEAT-00000139,106,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZPUA4,false,6,16
a284W00000MsuIiQAJ,false,SEAT-00000140,107,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZPUA4,false,7,16
a284W00000MsuIjQAJ,false,SEAT-00000141,108,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZPUA4,false,8,16
a284W00000MsuGJQAZ,false,SEAT-00000142,109,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,true,1,13
a284W00000MsuIkQAJ,false,SEAT-00000143,110,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,2,13
a284W00000MsuGKQAZ,false,SEAT-00000146,111,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,true,5,13
a284W00000MsuIlQAJ,false,SEAT-00000151,112,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,10,13
a284W00000MsuGLQAZ,false,SEAT-00000152,113,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,true,11,13
a284W00000MsuImQAJ,false,SEAT-00000153,114,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,12,13
a284W00000MsuInQAJ,false,SEAT-00000154,115,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,13,13
a284W00000MsuIoQAJ,false,SEAT-00000155,116,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,14,13
a284W00000MsuIpQAJ,false,SEAT-00000156,117,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,15,13
a284W00000MsuIqQAJ,false,SEAT-00000157,118,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,16,13
a284W00000MsuIrQAJ,false,SEAT-00000158,119,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,17,13
a284W00000MsuIsQAJ,false,SEAT-00000159,120,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,18,13
a284W00000MsuItQAJ,false,SEAT-00000160,121,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,19,13
a284W00000MsuIuQAJ,false,SEAT-00000161,122,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZMUA4,false,20,13
a284W00000MsuGoQAJ,false,SEAT-00000224,123,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZBUA4,false,3,2
a284W00000MsuGpQAJ,false,SEAT-00000225,124,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZBUA4,false,4,2
a284W00000MsuGqQAJ,false,SEAT-00000226,125,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZBUA4,false,5,2
a284W00000MsuGrQAJ,false,SEAT-00000227,126,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZBUA4,false,6,2
a284W00000MsuGsQAJ,false,SEAT-00000228,127,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZBUA4,false,7,2
a284W00000MsuGtQAJ,false,SEAT-00000229,128,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZBUA4,false,8,2
a284W00000MsuGuQAJ,false,SEAT-00000230,129,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZCUA4,false,1,3
a284W00000MsuGvQAJ,false,SEAT-00000231,130,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZCUA4,false,2,3
a284W00000MsuGwQAJ,false,SEAT-00000232,131,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZCUA4,false,3,3
a284W00000MsuGxQAJ,false,SEAT-00000233,132,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZCUA4,false,4,3
a284W00000MsuGyQAJ,false,SEAT-00000234,133,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZCUA4,false,5,3
a284W00000MsuGzQAJ,false,SEAT-00000235,134,2020-08-28T02:16:22.000+0000,2020-09-24T07:28:37.000+0000,2020-09-24T07:28:37.000+0000,a2A4W000006ELZCUA4,false,6,3
