Name,EventApi__Adjustment_Account__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Discount_Account__c,EventApi__Display_Available_Inventory__c,EventApi__Early_Bird_End_Date__c,EventApi__Early_Bird_Price__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Enable_Early_Bird_Price__c,EventApi__Enable_Onsite_Price__c,EventApi__Enable_Waitlist__c,EventApi__Event_Category__c,EventApi__Event__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Inventory_Status__c,EventApi__Is_Active__c,EventApi__Is_Contribution__c,EventApi__Is_Published__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Item_Cost__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Maximum_Sales_Quantity__c,EventApi__Min_Sales_Quantity__c,EventApi__Minimum_Sales_Quantity__c,EventApi__Onsite_Price__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Require_Minimum_Quantity__c,EventApi__Restrict_Maximum_Sales_Quantity__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__SKU__c,EventApi__Tax_Class__c,EventApi__UOM__c,ROEApi__Event_Display_Name__c,EventApi__Enable_Refund_Request__c,EventApi__Group_Type__c,EventApi__Is_Group_Ticket_Type__c,EventApi__Refund_Request_Policy__c,EventApi__Ticket_Block__c,EventApi__Ticket_Information__c,EventApi__AR_Account__c,EventApi__Invoice_Payment_Priority__c,EventApi__Manage_Agenda_by_Ticket_Type__c,Errors,Id
Individual Seats,a14R0000004sdRrIAI,,false,,,,a14R0000004sdQvIAI,true,,,false,true,false,false,true,,a1mR0000001R1xQIAS,,,,a14R0000004sdQoIAI,,In-stock,true,false,true,false,false,a19R0000003Ta5dIAC,,,,,,,0,100,26,4,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,Awards - Tables With Assigned Seating (Community Event),true,,false,,,,,,false,,a22R0000001k0uJIAQ
Table of 8,a14R0000004sdRrIAI,,false,,,,a14R0000004sdQvIAI,true,,,false,true,false,false,true,,a1mR0000001R1xQIAS,,,,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta5dIAC,,,8,,,,0,700,60,0,a14R0000004sdQrIAI,false,false,false,false,,,,,,Registration,FON-Awards - Tables With Assigned Seating (Community Event),true,Table,true,,,,,,false,,a22R0000001k0uKIAQ
Registration Pass,a14R0000004sdRrIAI,,false,,,,a14R0000004sdQvIAI,false,,,false,true,false,false,false,,a1mR0000001R1xTIAS,,,,a14R0000004sdR0IAI,,In-stock,true,false,true,false,false,a19R0000003Ta5hIAC,,,,,,,,10,200,0,a14R0000004sdQrIAI,false,false,false,false,,,,,,Registration,Press Conference - Invite Only (Community Event),false,,false,,,,,,false,,a22R0000001k0uLIAQ
Registration,a14R0000004sdRrIAI,,false,,,,a14R0000004sdQvIAI,false,,,false,true,false,false,false,,a1mR0000001R1xUIAS,,a0UR0000007qzjmMAA,,a14R0000004sdR0IAI,,In-stock,true,false,true,false,false,a19R0000003Ta5jIAC,,,,,,,0,0,100,0,a14R0000004sdQrIAI,false,false,false,false,,,,,,Registration,FON-Webinar - Out Mission - Free Event (Community Event),false,,false,,,,,,false,,a22R0000001k0uMIAQ
dd,a14R0000004sdQoIAI,,false,,,,,false,,,false,true,false,false,false,,,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,In-stock,true,false,false,false,false,,,,,,,,,22,,0,a14R0000004sdQoIAI,false,false,false,false,,,,,,Registration,wwssss,false,,false,,,,,,false,,a22R0000001k0uNIAQ
222,a14R0000004sdQoIAI,,false,,,,,false,,,false,true,false,false,false,,,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,a14R0000004sdQoIAI,,In-stock,true,false,true,false,false,,,,,,,,,22222,,0,a14R0000004sdQoIAI,false,false,false,false,,,,,,Registration,eee,false,,false,,,,,,false,,a22R0000001k0uOIAQ
Full Conference Pass,,,true,a14R0000004sdQsIAI,,"Access all areas of the event including all sessions, and exhibits.",,true,2019-01-16,80,false,true,true,false,true,,a1mR0000001R1xOIAS,0,a0UR0000007qzjqMAA,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/DuwTnqBW_badge.png,a14R0000004sdR0IAI,,In-stock,true,false,true,false,false,a19R0000003Ta4oIAC,,,,,,,0,100,4000,0,a14R0000004sdR0IAI,false,false,false,false,2018-10-05,Specific Date,,,,Registration,Annual Conference (Lightning Event),true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Access all areas of the event including all sessions, and exhibits.</p>",a14R0000004sdQpIAI,,false,,a22R0000001k0uPIAQ
VIP Registration,,,true,a14R0000004sdQsIAI,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",,true,,,true,true,false,false,true,,a1mR0000001R1xOIAS,0,a0UR0000007qzjqMAA,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/HNTgLslo_badge.png,a14R0000004sdR0IAI,,In-stock,true,false,true,false,false,a19R0000003Ta4oIAC,,,,,,,0,200,3000,7,a14R0000004sdR0IAI,false,false,false,false,2018-10-10,Specific Date,,,,Registration,Annual Conference,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",a14R0000004sdQsIAI,,false,,a22R0000001k0uQIAQ
Homecoming Game Ticket,,,false,,,Ticket for the annual homecoming game,,false,,,false,true,false,false,false,,,,,http://homecoming.sdsu.edu/homecoming/images/minifreetextimages/02261-homecoming_car_2012.jpg,,,In-stock,true,false,true,false,false,,,,,,,,,100,5000,14,,false,false,false,false,,,,,,Registration,Homecoming,false,,false,,,,,,false,,a22R0000001k0uRIAQ
Event Registration,,,false,,,,,false,,,false,true,false,false,false,,a1mR0000001R1xMIAS,,,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/uueZpKGh_ticket_4%20%281%29.png,,,In-stock,true,false,true,false,false,,,,,,,,0,0,100,0,,false,false,false,false,,,,,,Registration,Meet the Organization,false,,false,,,,,,false,,a22R0000001k0uSIAQ
Default Ticket Type,,,false,,,,,false,,,false,false,false,false,false,,,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,In-stock,true,false,false,false,false,,,,,,,,,0,,0,,false,false,false,false,,,,,,Registration,,false,,false,,,,,,false,,a22R0000001k0uTIAQ
Default Ticket Type,,,false,,,,,false,,,false,false,false,false,false,,,,,https://package-assets.s3.amazonaws.com/master/emerald/img/placeholders/item.png,,,In-stock,true,false,false,false,false,,,,,,,,,0,,0,,false,false,false,false,,,,,,Registration,,false,,false,,,,,,false,,a22R0000001k0uUIAQ
Registration,a14R0000004sdRrIAI,,false,,,,a14R0000004sdQvIAI,false,,,false,true,false,false,false,,a1mR0000001R1xNIAS,,a0UR0000007qzjmMAA,,a14R0000004sdR0IAI,,In-stock,true,false,true,false,false,a19R0000003Ta4mIAC,,,,,,,0,0,100,0,a14R0000004sdQrIAI,false,false,false,false,,,,,,Registration,Webinar - Our Mission,false,,false,,,,,,false,,a22R0000001k0uVIAQ
Registration Pass,a14R0000004sdRrIAI,,false,,,,a14R0000004sdQvIAI,false,,,false,true,false,false,false,,a1mR0000001R1xLIAS,,,,a14R0000004sdR0IAI,,In-stock,true,false,true,false,false,a19R0000003Ta4jIAC,,,,,,,,10,100,0,a14R0000004sdQrIAI,false,false,false,false,,,,,,Registration,Press Conference,false,,false,,,,,,false,,a22R0000001k0uWIAQ
Table of 8,a14R0000004sdRrIAI,,false,,,,a14R0000004sdQvIAI,true,,,false,true,false,false,true,,a1mR0000001R1xKIAS,,,https://tso-data--framework.na122.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/KRwdbOVU_table_of_8_image_jpg&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta4iIAC,,,8,,,,0,700,60,2,a14R0000004sdQrIAI,false,false,false,false,,,,,,Registration,Awards Dinner (Lightning Event),true,Table,true,,,,,,false,,a22R0000001k0uXIAQ
Individual Table Seats,a14R0000004sdRrIAI,,false,,,,a14R0000004sdQvIAI,true,,,false,true,false,false,true,,,,,,a14R0000004sdQoIAI,,In-stock,true,false,true,false,false,a19R0000003Ta5ZIAS,,,,,,,,90,100,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,FON - Awards Dinner with Seating Assignments,false,,false,,,,,,false,,a22R0000001k0uYIAQ
Individual Seats,a14R0000004sdRrIAI,,false,,,,a14R0000004sdQvIAI,true,,,false,true,false,false,true,,a1mR0000001R1xKIAS,,,https://tso-data--framework.na122.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/BMZbvxIh_table_of_8_image_jpg&bucket=fonteva-customer-media-secure,a14R0000004sdQoIAI,,In-stock,true,false,true,false,false,a19R0000003Ta4iIAC,,,,,,,0,100,26,3,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,Awards Dinner (Lightning Event),true,,false,,,,,,false,,a22R0000001k0uZIAQ
Networking POV,a14R0000004sdRrIAI,,false,,,Get a free pass to the Networking Event Only,a14R0000004sdQvIAI,true,,,false,true,false,false,true,,a1mR0000001R1xOIAS,,a0UR0000007qzjqMAA,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/DuwTnqBW_badge.png,a14R0000004sdQoIAI,,In-stock,true,false,true,false,false,a19R0000003Ta4oIAC,,,,,,,0,90,10,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,Annual Conference (Lightning Event),true,,false,<p>Refunds shall be processed within 30 days. For any additional questions please contact us on info@mail.com</p>,,,,,false,,a22R0000001k0uaIAA
VIP Registration,a14R0000004sdRrIAI,,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",a14R0000004sdQvIAI,true,,,false,true,false,false,true,,a1mR0000001R1xSIAS,,a0UR0000007qzjqMAA,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta5QIAS,,,,,,,0,200,3000,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,2019 Annual Symposium (Lightning Event),true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",,,false,,a22R0000001k0ubIAA
Full Conference Pass,a14R0000004sdRrIAI,,false,,,"Access all areas of the event including all sessions, and exhibits.",a14R0000004sdQvIAI,true,,,false,true,false,false,true,,a1mR0000001R1xSIAS,,a0UR0000007qzjqMAA,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta5QIAS,,,,,,,0,100,4000,1,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,2019 Annual Symposium (Lightning Event),true,,false,<p>All refunds are subject to a $10.00 charge.</p><p><br></p>,,"<p>Access all areas of the event including all sessions, and exhibits.</p><p><br></p>",,,false,,a22R0000001k0ucIAA
Webinar Ticket,a14R0000004sdRrIAI,,false,,,Register for our free webinar!,a14R0000004sdQvIAI,false,,,false,true,false,false,false,,a1mR0000001R1xXIAS,,,https://testgcoaug20-1--framework.na112.visual.force.com/apex/AwsProxy?key=00D3i000000tMP1EAM/uMIYYIFG_Blue_F_Logo_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta3MIAS,,,,,,,0,0,200,5,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,Fonteva Free Events Webinar,false,,false,,,<p>Register for our free webinar! You will receive a link to join the zoom webinar.</p>,,,false,,a22R0000001k0udIAA
test tick,a14R0000004sdRrIAI,,false,,,,a14R0000004sdQvIAI,false,,,false,true,false,false,false,,,,,,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta3ZIAS,,,,,,,,1234,1000,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,test invitation and then delete this event,false,,false,,,,,,false,,a22R0000001k0ueIAA
Full Conference Pass,a14R0000004sdRrIAI,,false,,,"Access all areas of the event including all sessions, and exhibits.",a14R0000004sdQvIAI,true,,,false,true,false,false,true,,,,a0UR0000007qzjqMAA,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta4cIAC,,,,,,,0,100,4000,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,Test wed,true,,false,<p>All refunds are subject to a $10.00 charge.</p><p><br></p>,,"<p>Access all areas of the event including all sessions, and exhibits.</p><p><br></p>",,,false,,a22R0000001k0ufIAA
VIP Registration,a14R0000004sdRrIAI,,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",a14R0000004sdQvIAI,true,,,false,true,false,false,true,,,,a0UR0000007qzjqMAA,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta4cIAC,,,,,,,0,200,3000,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,Test wed,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",,,false,,a22R0000001k0ugIAA
Full Conference Pass,a14R0000004sdRrIAI,,true,a14R0000004sdQsIAI,,"Access all areas of the event including all sessions, and exhibits.",a14R0000004sdQvIAI,true,2022-02-28,80,false,true,true,false,true,,,0,a0UR0000007qzjqMAA,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/DuwTnqBW_badge.png,a14R0000004sdR0IAI,,In-stock,true,false,true,false,false,a19R0000003Ta3NIAS,,,,,,,0,100,4000,0,a14R0000004sdR0IAI,false,false,false,false,2021-11-17,Specific Date,,,,Registration,JS Event,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Access all areas of the event including all sessions, and exhibits.</p>",a14R0000004sdQpIAI,,false,,a22R0000001k0uhIAA
Networking POV,a14R0000004sdRrIAI,,false,,,Get a free pass to the Networking Event Only,a14R0000004sdQvIAI,true,,,false,true,false,false,true,,,,a0UR0000007qzjqMAA,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/DuwTnqBW_badge.png,a14R0000004sdQoIAI,,In-stock,true,false,true,false,false,a19R0000003Ta3NIAS,,,,,,,0,90,10,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,JS Event,true,,false,<p>Refunds shall be processed within 30 days. For any additional questions please contact us on info@mail.com</p>,,,,,false,,a22R0000001k0uiIAA
VIP Registration,a14R0000004sdRrIAI,,true,a14R0000004sdQsIAI,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",a14R0000004sdQvIAI,true,,,true,true,false,false,true,,,0,a0UR0000007qzjqMAA,https://fonteva-customer-media.s3.amazonaws.com/00D1I000000nqo4UAA/HNTgLslo_badge.png,a14R0000004sdR0IAI,,In-stock,true,false,true,false,false,a19R0000003Ta3NIAS,,,,,,,0,200,3000,1,a14R0000004sdR0IAI,false,false,false,false,2021-11-22,Specific Date,,,,Registration,JS Event,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",a14R0000004sdQsIAI,,false,,a22R0000001k0ujIAA
Full Conference Pass,a14R0000004sdRrIAI,,false,,,"Access all areas of the event including all sessions, and exhibits.",a14R0000004sdQvIAI,true,,,false,true,false,false,true,,a1mR0000001R1xVIAS,,a0UR0000007qzjqMAA,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta3QIAS,,,,,,,0,100,4000,5,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,2020 Annual Symposium,true,,false,<p>All refunds are subject to a $10.00 charge.</p><p><br></p>,,"<p>Access all areas of the event including all sessions, and exhibits.</p><p><br></p>",,,false,,a22R0000001k0ukIAA
VIP Registration,a14R0000004sdRrIAI,,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",a14R0000004sdQvIAI,true,,,false,true,false,false,true,,a1mR0000001R1xVIAS,,a0UR0000007qzjqMAA,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta3QIAS,,,,,,,0,200,3000,1,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,2020 Annual Symposium,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",,,false,,a22R0000001k0ulIAA
JS Test Ticket,a14R0000004sdRrIAI,,false,,,,a14R0000004sdQvIAI,false,,,false,true,false,false,false,,a1mR0000001R1xWIAS,,,,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta3VIAS,,,,,,,,120,100,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,TC-018016,false,,false,,,,,,false,,a22R0000001k0umIAA
Full Conference Pass,a14R0000004sdRrIAI,,false,,,"Access all areas of the event including all sessions, and exhibits.",a14R0000004sdQvIAI,true,,,false,true,false,false,true,,,,a0UR0000007qzjqMAA,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/lXIIWVPG_conference_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta3aIAC,,,,,,,0,100,4000,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,test event,true,,false,<p>All refunds are subject to a $10.00 charge.</p><p><br></p>,,"<p>Access all areas of the event including all sessions, and exhibits.</p><p><br></p>",,,false,,a22R0000001k0unIAA
VIP Registration,a14R0000004sdRrIAI,,false,,,"Get full conference access, plus a backstage pass to meet our keynote speakers!",a14R0000004sdQvIAI,true,,,false,true,false,false,true,,,,a0UR0000007qzjqMAA,https://tso-data--framework.na50.visual.force.com/apex/AwsProxy?key=00D6A0000039vRfUAI/JNChCOwT_vip_ticket_png&bucket=fonteva-customer-media-secure,a14R0000004sdQuIAI,,In-stock,true,false,true,false,false,a19R0000003Ta3aIAC,,,,,,,0,200,3000,0,a14R0000004sdQuIAI,false,false,false,false,,,,,,Registration,test event,true,,false,<p>All refunds are subject to a $10.00 charge.</p>,,"<p>Get full conference access, plus a backstage pass to meet our keynote speakers!</p>",,,false,,a22R0000001k0uoIAA
