Name,EventApi__Adjustment_Account__c,EventApi__Assignments_Display_Label__c,EventApi__Business_Group__c,EventApi__Cost__c,EventApi__Defer_Revenue__c,EventApi__Deferred_Revenue_Account__c,EventApi__Deferred_Revenue_Term__c,EventApi__Description__c,EventApi__Discount_Account__c,EventApi__Display_Name__c,EventApi__Display_Order__c,EventApi__Enable_Access_Permissions__c,EventApi__Enable_Assignments__c,EventApi__Event_Category__c,EventApi__Event__c,EventApi__Flex_Day_of_the_Month__c,EventApi__Form__c,EventApi__Image_Path__c,EventApi__Image_URL__c,EventApi__Income_Account__c,EventApi__Interview_Form_Display_Label__c,EventApi__Is_Active__c,EventApi__Is_Contribution__c,EventApi__Is_Tax_Deductible__c,EventApi__Is_Taxable__c,EventApi__Item_Class__c,EventApi__Line_Description__c,EventApi__Maximum_Number_of_Assignments__c,EventApi__Price__c,EventApi__Quantity_Available__c,EventApi__Quantity_Sold__c,EventApi__Refund_Account__c,EventApi__Require_Assignments__c,EventApi__Restrict_Number_of_Assignments__c,EventApi__Revenue_Recognition_Date__c,EventApi__Revenue_Recognition_Rule__c,EventApi__Revenue_Recognition_Term_Rule__c,EventApi__SKU__c,EventApi__Tax_Class__c,ROEApi__Event_Display_Name__c,EventApi__AR_Account__c,EventApi__Invoice_Payment_Priority__c,Errors,Id
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3gIAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,0,,false,false,,,,,,Annual Symposium 2020,,,,a1yR0000002JlqzIAC
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3gIAC,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,0,,false,false,,,,,,Annual Symposium 2020,,,,a1yR0000002Jlr0IAC
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3jIAC,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,test1,,,,a1yR0000002Jlr1IAC
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3jIAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,0,,false,false,,,,,,test1,,,,a1yR0000002Jlr2IAC
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3jIAC,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,0,,false,false,,,,,,test1,,,,a1yR0000002Jlr3IAC
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3vIAC,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,Clone3,,,,a1yR0000002Jlr4IAC
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3mIAC,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,test2,,,,a1yR0000002Jlr5IAC
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3mIAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,0,,false,false,,,,,,test2,,,,a1yR0000002Jlr6IAC
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3mIAC,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,0,,false,false,,,,,,test2,,,,a1yR0000002Jlr7IAC
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3pIAC,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,Clonetest,,,,a1yR0000002Jlr8IAC
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3pIAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,0,,false,false,,,,,,Clonetest,,,,a1yR0000002Jlr9IAC
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3pIAC,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,0,,false,false,,,,,,Clonetest,,,,a1yR0000002JlrAIAS
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3pIAC,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,Clonetest,,,,a1yR0000002JlrBIAS
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3pIAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,0,,false,false,,,,,,Clonetest,,,,a1yR0000002JlrCIAS
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3pIAC,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,0,,false,false,,,,,,Clonetest,,,,a1yR0000002JlrDIAS
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3sIAC,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,TEST2,,,,a1yR0000002JlrEIAS
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3sIAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,0,,false,false,,,,,,TEST2,,,,a1yR0000002JlrFIAS
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3sIAC,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,0,,false,false,,,,,,TEST2,,,,a1yR0000002JlrGIAS
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3vIAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,0,,false,false,,,,,,Clone3,,,,a1yR0000002JlrHIAS
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3vIAC,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,0,,false,false,,,,,,Clone3,,,,a1yR0000002JlrIIAS
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3vIAC,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,Clone3,,,,a1yR0000002JlrJIAS
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3vIAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,0,,false,false,,,,,,Clone3,,,,a1yR0000002JlrKIAS
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3vIAC,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,0,,false,false,,,,,,Clone3,,,,a1yR0000002JlrLIAS
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3yIAC,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,TEST with Vishal,,,,a1yR0000002JlrMIAS
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3yIAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,0,,false,false,,,,,,TEST with Vishal,,,,a1yR0000002JlrNIAS
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta3yIAC,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,0,,false,false,,,,,,TEST with Vishal,,,,a1yR0000002JlrOIAS
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta41IAC,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,Test 2,,,,a1yR0000002JlrPIAS
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta41IAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,0,,false,false,,,,,,Test 2,,,,a1yR0000002JlrQIAS
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta41IAC,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,0,,false,false,,,,,,Test 2,,,,a1yR0000002JlrRIAS
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta44IAC,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,TEST with Vishal 2,,,,a1yR0000002JlrSIAS
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta44IAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,0,,false,false,,,,,,TEST with Vishal 2,,,,a1yR0000002JlrTIAS
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta44IAC,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,0,,false,false,,,,,,TEST with Vishal 2,,,,a1yR0000002JlrUIAS
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta47IAC,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,test2,,,,a1yR0000002JlrVIAS
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta47IAC,Show off your association pride by sponsoring our annual symposium at the gold level.,,10000,5,0,,false,false,,,,,,test2,,,,a1yR0000002JlrWIAS
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta47IAC,Show off your association pride by sponsoring our annual symposium at the silver level.,,6000,10,0,,false,false,,,,,,test2,,,,a1yR0000002JlrXIAS
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta4AIAS,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,ctest,,,,a1yR0000002JlrYIAS
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta4AIAS,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,0,,false,false,,,,,,ctest,,,,a1yR0000002JlrZIAS
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta4AIAS,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,0,,false,false,,,,,,ctest,,,,a1yR0000002JlraIAC
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta4DIAS,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,ctest,,,,a1yR0000002JlrbIAC
Gold Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Gold Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta4DIAS,Show off your association pride by sponsoring our annual symposium at the gold level.,,10111,5,0,,false,false,,,,,,ctest,,,,a1yR0000002JlrcIAC
Silver Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Silver Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta4DIAS,Show off your association pride by sponsoring our annual symposium at the silver level,,6000,10,0,,false,false,,,,,,ctest,,,,a1yR0000002JlrdIAC
Bronze Annual Symposium Sponsor Package,,,a0sR0000004M9vaIAC,,false,,,,,Bronze Annual Symposium Sponsor Package,,false,false,,,,,https://gdo-training--framework.na78.visual.force.com/apex/AwsProxy?key=00D1N0000016MPNUA2/FtEkQKqQ_sponsor_png&bucket=fonteva-customer-media-secure,,,,true,false,false,false,a19R0000003Ta4DIAS,Show off your association pride by sponsoring our annual symposium at the bronze level.,,4000,25,0,,false,false,,,,,,ctest,,,,a1yR0000002JlreIAC
